title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Computer Memory Type,tech_Maximum Memory Supported,tech_Hard Drive Size,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Audio Details,tech_Speaker Description,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_Package Dimensions,tech_Number of USB 2.0 Ports,tech_Optical Drive Type,tech_Memory Clock Speed,tech_Number of USB 3.0 Ports,tech_Power Source,tech_Average Battery Standby Life (in hours),tech_Lithium Battery Weight,tech_Number of Lithium Metal Cells,tech_Notebook Display Technology,tech_Graphics Card Ram Size,tech_Number of Ethernet Ports,tech_Front Webcam Resolution,tech_Hardware Platform,tech_Hard Disk Rotational Speed,tech_Rear Webcam Resolution,tech_Number of Microphone Ports,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Model,tech_Model Name,tech_Model Year,tech_Flash Memory Installed Size,tech_Special Features,tech_Mounting Hardware,tech_Number of items,tech_Batteries Included,tech_Batteries Required,tech_Device interface - primary,tech_Material,tech_Has Auto Focus,tech_Includes Rechargeable Battery,tech_Includes AC Adapter,tech_Programmable Buttons,tech_Imported By
"ASUS Vivobook 15 Thin and Light Laptop, Intel Core i5-12500H 12Th Gen, 15.6"" (39.62 Cm) FHD, 60Hz (16GB RAM/512GB/Windows 11/Office 2021/Blue/1.7 Kg), X1502ZA-EJ541WS","48,990",https://www.amazon.in/ASUS-Vivobook-i5-12500H-Laptop-X1502ZA-EJ541WS/dp/B0C7H6SSC8/ref=sr_1_27?dib=eyJ2IjoiMSJ9.yMKv4mJEKsLDu4DCv6mFHwUqXPHVrHcWyKEBxlxfy1Vc6NyeEWpoRaBNuDNkr5V68wqKbMnF6-bHPyq-mBPupjDU0o4tfMCpnGvnwvZ9dvNNrJGyGay0GeSRU2IK_UZQqlTTKccDQpY-BSKeQC1jc5eRiHsvc8neBv_8_IpkmpsIIijlp626va1PN2FUdSdvKCrcxwCqrV4jlZMKohu68StugynSENisuiFBOqd4yidiunQmp-eEGKlt-yaNayW-ZOo7fLxrtRGjKRYkCa336w8lUyE7hf5cY00QiSw0w2MRbhSAuxJTE9iv8AGXHcT7MdlMVespe5Y1TMwjiwTvKbOeWtaQjww6g6pIstEylJ8.lhVLLqkQhzHoQtpia28KT_Ji9RzhSQukU_jvOvtpbDw&dib_tag=se&qid=1737541370&s=computers&sr=1-27&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,ASUS,ASUS,ASUS Vivobook,Blue 16GB FHD,Ultra-Portable,48.4 Centimeters,6.7 Centimeters,15.6 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,48.4 x 6.7 x 48.4 cm; 1.7 kg,1 Lithium Ion batteries required. (included),X1502ZA-EJ541WS,Intel,Core i5,4.5 GHz,8,16 GB,DDR4,SODIMM,24 GB,512 GB,SSD,,"Headphones, Speakers",,Intel Iris Xe Graphics,Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi","Bluetooth, 802.11ax",,19 Volts (AC),65 Watts,Windows 11 Home,6 Hours,Yes,42 Watt Hours,3,"Laptop, Power Adaptor & User Manual",China,1 kg 700 g,B0C7H6SSC8,"3.8
312 ratings
3.8 out of 5 stars","#1,396 in Computers & Accessories (See Top 100 in Computers & Accessories)
#33 in Traditional Laptops",08-Jun-23,"DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",48.4 x 6.7 x 48.4 Centimeters,1 Count,Laptop,,1,No Optical Storage,3200 MHz,3,Battery Powered,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) Grey","39,799",https://www.amazon.in/Lenovo-Ryzen-39-62cm-Antiglare-Laptop/dp/B0D39BVJ7Y/ref=sr_1_28?dib=eyJ2IjoiMSJ9.yMKv4mJEKsLDu4DCv6mFHwUqXPHVrHcWyKEBxlxfy1Vc6NyeEWpoRaBNuDNkr5V68wqKbMnF6-bHPyq-mBPupjDU0o4tfMCpnGvnwvZ9dvNNrJGyGay0GeSRU2IK_UZQqlTTKccDQpY-BSKeQC1jc5eRiHsvc8neBv_8_IpkmpsIIijlp626va1PN2FUdSdvKCrcxwCqrV4jlZMKohu68StugynSENisuiFBOqd4yidiunQmp-eEGKlt-yaNayW-ZOo7fLxrtRGjKRYkCa336w8lUyE7hf5cY00QiSw0w2MRbhSAuxJTE9iv8AGXHcT7MdlMVespe5Y1TMwjiwTvKbOeWtaQjww6g6pIstEylJ8.lhVLLqkQhzHoQtpia28KT_Ji9RzhSQukU_jvOvtpbDw&dib_tag=se&qid=1737541370&s=computers&sr=1-28&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,Lenovo,Lenovo,Lenovo V15 G4,Iron Grey,Laptop,,,15.6 Inches,1920 x 1080 pixel,1920x1080 (full hd),,1 Lithium Polymer batteries required. (included),lenovo v15 g4,AMD,Ryzen 7,2 GHz,1,16,DDR4,,16 GB,512 GB,SSD,,"Headphones, Speakers",,AMD Radeon Graphics,AMD,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",,,20 Volts,,Windows 11,4 Hours,Yes,38 Watt Hours,2,"Laptop, User manual, Adapter",China,1 kg 600 g,B0D39BVJ7Y,"4.3
42 ratings
4.3 out of 5 stars","#922 in Computers & Accessories (See Top 100 in Computers & Accessories)
#24 in Traditional Laptops",12-Apr-24,"LCFC (HeFei) Electronics Technology Co., Ltd. No.3188-1, Yungu Road, Economics and Technology Development District, Hefei, Anhui-230601, China","Lenovo India Pvt Ltd, RBD Icon, 2nd Floor, Doddenekundi, Marathaalli Outer Ring Road, Bangalore, India 560037",,1 Case,Laptop,53.4 x 33.29 x 7.5 cm; 1.6 kg,1,No Optical Drive,,,,4 Hours,,,,2 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, Thin and Light Laptop, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Windows 11/Office 2021/42WHr /Black/1.38 kg), E1404FA-NK325WS","29,990",https://www.amazon.in/ASUS-Vivobook-Laptop-Office-E1404FA-NK325WS/dp/B0CCPC5DTD/ref=sr_1_29?dib=eyJ2IjoiMSJ9.yMKv4mJEKsLDu4DCv6mFHwUqXPHVrHcWyKEBxlxfy1Vc6NyeEWpoRaBNuDNkr5V68wqKbMnF6-bHPyq-mBPupjDU0o4tfMCpnGvnwvZ9dvNNrJGyGay0GeSRU2IK_UZQqlTTKccDQpY-BSKeQC1jc5eRiHsvc8neBv_8_IpkmpsIIijlp626va1PN2FUdSdvKCrcxwCqrV4jlZMKohu68StugynSENisuiFBOqd4yidiunQmp-eEGKlt-yaNayW-ZOo7fLxrtRGjKRYkCa336w8lUyE7hf5cY00QiSw0w2MRbhSAuxJTE9iv8AGXHcT7MdlMVespe5Y1TMwjiwTvKbOeWtaQjww6g6pIstEylJ8.lhVLLqkQhzHoQtpia28KT_Ji9RzhSQukU_jvOvtpbDw&dib_tag=se&qid=1737541370&s=computers&sr=1-29&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,ASUS,ASUS,Vivobook Go 14,Black,Ultra-Portable,44.4 Centimeters,6.6 Centimeters,14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,44.4 x 6.6 x 44.4 cm; 1.38 kg,1 Lithium Ion batteries required.,E1404FA-NK325WS,AMD,Ryzen 3,4.1 GHz,4,8 GB,SDRAM,SDRAM,8 GB,512 GB,SSD,Solid State,"Headphones, Speakers",,AMD Radeon Graphics,AMD,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi","Bluetooth, 802.11ax",1,19 Volts,45 Watt Hours,Windows 11 Home,6 Hours,No,,3,"Laptop, Charging Adapter, User Manuals & Documents",China,1 kg 380 g,B0CCPC5DTD,"4.1
74 ratings
4.1 out of 5 stars","#1,211 in Computers & Accessories (See Top 100 in Computers & Accessories)
#31 in Traditional Laptops",24-Jul-23,"TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",44.4 x 6.6 x 44.4 Centimeters,1 Count,Laptop,,1,No Optical Storage,5500 MHz,2,,,,,,,,720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,
"HP Victus, 13th Gen Intel Core i5-13420H, 6GB NVIDIA RTX 4050, 16GB DDR4, 512GB SSD (Win11, Office 21, Silver, 2.29kg) 144Hz, 9MS, IPS, 15.6-inch(39.6cm) FHD Gaming Laptop, Enhanced Cooling, fa1319TX","80,990",https://www.amazon.in/HP-i5-13420H-15-6-inch-Backlit-fa1319TX/dp/B0D1YJR2ZY/ref=sr_1_30?dib=eyJ2IjoiMSJ9.yMKv4mJEKsLDu4DCv6mFHwUqXPHVrHcWyKEBxlxfy1Vc6NyeEWpoRaBNuDNkr5V68wqKbMnF6-bHPyq-mBPupjDU0o4tfMCpnGvnwvZ9dvNNrJGyGay0GeSRU2IK_UZQqlTTKccDQpY-BSKeQC1jc5eRiHsvc8neBv_8_IpkmpsIIijlp626va1PN2FUdSdvKCrcxwCqrV4jlZMKohu68StugynSENisuiFBOqd4yidiunQmp-eEGKlt-yaNayW-ZOo7fLxrtRGjKRYkCa336w8lUyE7hf5cY00QiSw0w2MRbhSAuxJTE9iv8AGXHcT7MdlMVespe5Y1TMwjiwTvKbOeWtaQjww6g6pIstEylJ8.lhVLLqkQhzHoQtpia28KT_Ji9RzhSQukU_jvOvtpbDw&dib_tag=se&qid=1737541370&s=computers&sr=1-30&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,HP,HP,15-fa1319X,Silver,Ultra-Portable,51.9 Centimeters,30.8 Centimeters,39.6 Centimetres,1920 x 1080 pixel,1920X1080 Pixels,7.6 x 30.8 x 51.9 cm; 3.38 kg,1 Lithium Ion batteries required. (included),15-fa1319x,Intel,Intel Core i5,4.6 GHz,1,16,DDR4,,16 GB,512 GB,SSD,Solid State,Speakers,,NVIDIA GeForce RTX 4050,Intel,Dedicated,GDDR6,Integrated,Wi-Fi,,1,,75 Watts,Windows 11 Home,,Yes,70 Watt Hours,4,"Laptop, Charger, User Manual",China,3 kg 380 g,B0D1YJR2ZY,"3.8
84 ratings
3.8 out of 5 stars","#1,618 in Computers & Accessories (See Top 100 in Computers & Accessories)
#43 in Traditional Laptops",17-Apr-24,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",7.6 x 30.8 x 51.9 Centimeters,1 Count,Laptop,,,,,,,,,,,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15 AI Laptop, Intel Core Ultra 5 125H,12 Tops, 16GB DDR5, 1TB SSD,(Win 11, Silver, 1.65 kg),Anti-Glare, 15.6-inch (39.6 cm), FHD, Intel Arc Graphics, FHD Camera, Backlit KB, fd1197TU","73,990",https://www.amazon.in/HP-15-6-inch-Graphics-Anti-Glare-fd1197TU/dp/B0DGX5X7NZ/ref=sr_1_31?dib=eyJ2IjoiMSJ9.yMKv4mJEKsLDu4DCv6mFHwUqXPHVrHcWyKEBxlxfy1Vc6NyeEWpoRaBNuDNkr5V68wqKbMnF6-bHPyq-mBPupjDU0o4tfMCpnGvnwvZ9dvNNrJGyGay0GeSRU2IK_UZQqlTTKccDQpY-BSKeQC1jc5eRiHsvc8neBv_8_IpkmpsIIijlp626va1PN2FUdSdvKCrcxwCqrV4jlZMKohu68StugynSENisuiFBOqd4yidiunQmp-eEGKlt-yaNayW-ZOo7fLxrtRGjKRYkCa336w8lUyE7hf5cY00QiSw0w2MRbhSAuxJTE9iv8AGXHcT7MdlMVespe5Y1TMwjiwTvKbOeWtaQjww6g6pIstEylJ8.lhVLLqkQhzHoQtpia28KT_Ji9RzhSQukU_jvOvtpbDw&dib_tag=se&qid=1737541370&s=computers&sr=1-31&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,HP,HP,HP Laptop,Silver 1TB SSD,Netbook,,,39.6 Centimetres,1920 x 1080 pixel,1920 x 1080 Pixels,,1 Lithium Ion batteries required. (included),B16WTPA,Intel,Intel Core Ultra 5,4.5 GHz,1,,DDR5,,16 GB,1 TB,SSD,,Speakers,,,Intel,Integrated,VRAM,Integrated,"Bluetooth, Wi-Fi",,,,,Windows 11 Home,,Yes,41 Watt Hours,3,"Laptop, charger",China,1 kg 650 g,B0DGX5X7NZ,"3.3
6 ratings
3.3 out of 5 stars","#1,701 in Computers & Accessories (See Top 100 in Computers & Accessories)
#47 in Traditional Laptops",13-Sep-24,HP India Sales Pvt. Ltd.,HP India Sales Pvt. Ltd.,,1 Pack,Laptop,52 x 30.7 x 7.6 cm; 1.65 kg,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo [Smartchoice LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN","73,990",https://www.amazon.in/Lenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN/dp/B0CX8XPKWJ/ref=sr_1_32?dib=eyJ2IjoiMSJ9.yMKv4mJEKsLDu4DCv6mFHwUqXPHVrHcWyKEBxlxfy1Vc6NyeEWpoRaBNuDNkr5V68wqKbMnF6-bHPyq-mBPupjDU0o4tfMCpnGvnwvZ9dvNNrJGyGay0GeSRU2IK_UZQqlTTKccDQpY-BSKeQC1jc5eRiHsvc8neBv_8_IpkmpsIIijlp626va1PN2FUdSdvKCrcxwCqrV4jlZMKohu68StugynSENisuiFBOqd4yidiunQmp-eEGKlt-yaNayW-ZOo7fLxrtRGjKRYkCa336w8lUyE7hf5cY00QiSw0w2MRbhSAuxJTE9iv8AGXHcT7MdlMVespe5Y1TMwjiwTvKbOeWtaQjww6g6pIstEylJ8.lhVLLqkQhzHoQtpia28KT_Ji9RzhSQukU_jvOvtpbDw&dib_tag=se&qid=1737541370&s=computers&sr=1-32&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,Lenovo,Lenovo,LOQ,Luna Grey,Ultra-Portable,54.1 Centimeters,36.5 Centimeters,15.6 Inches,1920 x 1080 pixel,1920 x 1080,8.8 x 36.5 x 54.1 cm; 3.54 kg,1 Lithium Polymer batteries required. (included),15IRX9,Intel,Intel Core i5,2.4 GHz,8,16,DDR5,DDR5 RAM,32 GB,512 GB,SSD,PCIE x 4,Headphones,2 x 2W speakers with Nahimic Audio & Sound Tracker,Intel UHD Graphics,nvdia,Dedicated,GDDR6,PCI Express,Wi-Fi,Bluetooth,1,10.8 Volts,10 Watts,Windows 11,6 Hours,Yes,,4,Laptop,India,3 kg 540 g,B0CX8XPKWJ,"4.0
467 ratings
4.0 out of 5 stars","#1,498 in Computers & Accessories (See Top 100 in Computers & Accessories)
#39 in Traditional Laptops",06-Mar-24,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",8.8 x 36.5 x 54.1 Centimeters,1 Piece,Laptop,,,Not Available,,4,,,,,,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 16 GB Ram & 512 GB SSD, 14 Inches FHD 1080p Screen Notebook Computer","18,999",https://www.amazon.in/Refurbished-Dell-Latitude-Mobile-8th-Processor/dp/B0CGRQWCD7/ref=sr_1_33?dib=eyJ2IjoiMSJ9.yMKv4mJEKsLDu4DCv6mFHwUqXPHVrHcWyKEBxlxfy1Vc6NyeEWpoRaBNuDNkr5V68wqKbMnF6-bHPyq-mBPupjDU0o4tfMCpnGvnwvZ9dvNNrJGyGay0GeSRU2IK_UZQqlTTKccDQpY-BSKeQC1jc5eRiHsvc8neBv_8_IpkmpsIIijlp626va1PN2FUdSdvKCrcxwCqrV4jlZMKohu68StugynSENisuiFBOqd4yidiunQmp-eEGKlt-yaNayW-ZOo7fLxrtRGjKRYkCa336w8lUyE7hf5cY00QiSw0w2MRbhSAuxJTE9iv8AGXHcT7MdlMVespe5Y1TMwjiwTvKbOeWtaQjww6g6pIstEylJ8.lhVLLqkQhzHoQtpia28KT_Ji9RzhSQukU_jvOvtpbDw&dib_tag=se&qid=1737541370&s=computers&sr=1-33&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,Dell,Dell,5400-i5,black,Clamshell,,,14 Inches,,1920 x 1080 Pixels,,,5400-i5-16-512-cr,Intel,Core i5 8250U,1.6 GHz,1,16 GB,DDR4,,16 GB,20 MB,SSD,,Speakers,,,Intel,Integrated,DDR SDRAM,Integrated,Wi-Fi,,1,,,Windows 10 Pro,,No,,,"Laptop, Battery, Charger with Power Cable",India,1 kg 570 g,B0CGRQWCD7,"3.3
132 ratings
3.3 out of 5 stars","#1,109 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1 in Sankranti / Pongal Store
#2 in Christmas with Amazon Renewed
#2 in Renewed - Regional New Year",28-Aug-23,,,,1.00 count,,48 x 30.7 x 6.4 cm; 1.57 kg,,No Optical Drive,,2,Battery Powered,,,,,,,,Windows,5400 RPM,,,,,,,,,,,,,,,,,,,,,,
"HONOR MagicBook X16 (2024), 12th Gen Intel Core i5-12450H, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/ Full-Size Numeric Keyboard /1.68Kg), Gray","46,490",https://www.amazon.in/MagicBook-i5-12450H-Anti-Glare-Full-Size-Keyboard/dp/B0CRQB4HBP/ref=sr_1_34?dib=eyJ2IjoiMSJ9.yMKv4mJEKsLDu4DCv6mFHwUqXPHVrHcWyKEBxlxfy1Vc6NyeEWpoRaBNuDNkr5V68wqKbMnF6-bHPyq-mBPupjDU0o4tfMCpnGvnwvZ9dvNNrJGyGay0GeSRU2IK_UZQqlTTKccDQpY-BSKeQC1jc5eRiHsvc8neBv_8_IpkmpsIIijlp626va1PN2FUdSdvKCrcxwCqrV4jlZMKohu68StugynSENisuiFBOqd4yidiunQmp-eEGKlt-yaNayW-ZOo7fLxrtRGjKRYkCa336w8lUyE7hf5cY00QiSw0w2MRbhSAuxJTE9iv8AGXHcT7MdlMVespe5Y1TMwjiwTvKbOeWtaQjww6g6pIstEylJ8.lhVLLqkQhzHoQtpia28KT_Ji9RzhSQukU_jvOvtpbDw&dib_tag=se&qid=1737541370&s=computers&sr=1-34&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,HONOR,HONOR,BRN-F56,Space Gray,Netbook,51.9 Centimeters,32 Centimeters,16 Inches,1920 x 1200 pixels,1920 x 1200 MP,6.4 x 32 x 51.9 cm; 1.68 kg,1 Lithium Polymer batteries required. (included),,Intel,Core i5-12450H,2 GHz,8,16,LPDDR4X,DDR4 SDRAM,16 GB,,SSD,PCIE x 4,,2 Immersive Surround Sound Speaker,Intel UHD Graphics,Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi","802.11a/b/g/n/ac, Bluetooth, 802.11ax",1,,65 Watts,Windows 11 Home,9 Hours,Yes,,3,"1U Laptop,1 Unit 65W Type C Charger,1 Unit Type C Data Cable",China,1 kg 680 g,B0CRQB4HBP,"3.8
209 ratings
3.8 out of 5 stars","#1,702 in Computers & Accessories (See Top 100 in Computers & Accessories)
#48 in Traditional Laptops",10-Jan-24,"Nanchang Huaqin Electronic Technology Co., Ltd. No. 2999, Tianxiang Avenue, High-Tech Development Zone, Nanchang City,Jiangxi Province, P.R. China","P R Innovations Pvt. Ltd. 142/3, Transport Nagar, Agra, Uttar Pradesh - 282002, India Customer Care No. : 1800 309 8970 Email : customersupport@psavglobaltech.com Write to : Bozlun India Services, FF -10, Mark Mall, Sector 4B, Vasundhra, Ghaziabad - 201012",6.4 x 32 x 51.9 Centimeters,1 Count,Laptop,,,No,,2,,,,,,2 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H (16GB RAM/512GB SSD/FHD/14 (35.5cm)/Windows 11/Office Home 2024/Alexa Built-in/3 mon. Game Pass/Grey/1.37Kg), 83EQ0072IN Laptop","53,560",https://www.amazon.in/Lenovo-IdeaPad-i5-12450H-Windows-83EQ0072IN/dp/B0DP7BZ8FD/ref=sr_1_25?dib=eyJ2IjoiMSJ9.yMKv4mJEKsLDu4DCv6mFHwUqXPHVrHcWyKEBxlxfy1Vc6NyeEWpoRaBNuDNkr5V68wqKbMnF6-bHPyq-mBPupjDU0o4tfMCpnGvnwvZ9dvNNrJGyGay0GeSRU2IK_UZQqlTTKccDQpY-BSKeQC1jc5eRiHsvc8neBv_8_IpkmpsIIijlp626va1PN2FUdSdvKCrcxwCqrV4jlZMKohu68StugynSENisuiFBOqd4yidiunQmp-eEGKlt-yaNayW-ZOo7fLxrtRGjKRYkCa336w8lUyE7hf5cY00QiSw0w2MRbhSAuxJTE9iv8AGXHcT7MdlMVespe5Y1TMwjiwTvKbOeWtaQjww6g6pIstEylJ8.lhVLLqkQhzHoQtpia28KT_Ji9RzhSQukU_jvOvtpbDw&dib_tag=se&qid=1737541370&s=computers&sr=1-25&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,Lenovo,Lenovo,IdeaPad,i5-12th | Office 2024,Thin & Light,,,14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,,1 P76 batteries required. (included),14IAH8,Intel,Intel Core i5,2 GHz,8,,Lpddr 5,DDR5 RAM,16 GB,512 GB,SSD,PCIE x 4,"Headphones, Speakers","User-facing stereo speakers, 1.5W x2, optimized with Dolby Audio",Intel UHD Graphics,Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",,,,,Windows 11 Home,7 Hours,Yes,47 Watt Hours,4,"User Guide, Laptop, Power Adapter",China,1 kg 370 g,B0DP7BZ8FD,"3.9
441 ratings
3.9 out of 5 stars","#1,405 in Computers & Accessories (See Top 100 in Computers & Accessories)
#34 in Traditional Laptops",28-Nov-24,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Count,Laptop,48.4 x 29.4 x 7.6 cm; 1.37 kg,,No Optical Drive,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo Thinkpad Laptop T480 Intel Core i7 8th Generation - 8550u Processor 16 GB Ram & 512 GB SSD, 14 Inches Notebook Computer","18,899",https://www.amazon.in/Refurbished-Lenovo-Thinkpad-Laptop-Generation/dp/B0CXXBW47R/ref=sr_1_26?dib=eyJ2IjoiMSJ9.yMKv4mJEKsLDu4DCv6mFHwUqXPHVrHcWyKEBxlxfy1Vc6NyeEWpoRaBNuDNkr5V68wqKbMnF6-bHPyq-mBPupjDU0o4tfMCpnGvnwvZ9dvNNrJGyGay0GeSRU2IK_UZQqlTTKccDQpY-BSKeQC1jc5eRiHsvc8neBv_8_IpkmpsIIijlp626va1PN2FUdSdvKCrcxwCqrV4jlZMKohu68StugynSENisuiFBOqd4yidiunQmp-eEGKlt-yaNayW-ZOo7fLxrtRGjKRYkCa336w8lUyE7hf5cY00QiSw0w2MRbhSAuxJTE9iv8AGXHcT7MdlMVespe5Y1TMwjiwTvKbOeWtaQjww6g6pIstEylJ8.lhVLLqkQhzHoQtpia28KT_Ji9RzhSQukU_jvOvtpbDw&dib_tag=se&qid=1737541370&s=computers&sr=1-26&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,Lenovo,Lenovo,T480,black,Laptop,,,14 Inches,1366x768,1080p Full HD Pixels,,1 9V batteries required.,Core i5,Intel,Core i7 8550U,1.8 GHz,1,,DDR4,DDR4 SDRAM,16 GB,,SSD,,Headphones,,,Intel,Integrated,DDR SDRAM,Integrated,Wi-Fi,802.11n,,,,Windows 10 Pro,,No,55 Kilowatt Hours,3,"Laptop, Adaptor, Cable",India,1 kg 800 g,B0CXXBW47R,"3.3
36 ratings
3.3 out of 5 stars","#906 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2 in Renewed Black Friday and Cyber Monday Sale
#23 in Traditional Laptops",13-Mar-24,Renewed Seller,,,1.00 count,,48.2 x 30.6 x 7.3 cm; 1.8 kg,,No Optical Drive,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
