title,price,url,scrape_date,tech_Manufacturer,tech_Country of Origin,tech_Item model number,tech_Package Dimensions,tech_ASIN,info_Manufacturer,info_Packer,info_Importer,info_Item Weight,info_Net Quantity,info_Included Components,info_Generic Name,tech_Brand,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Product Dimensions,tech_Batteries,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Audio Details,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Ram Size,tech_Graphics Card Interface,tech_Connectivity Type,tech_Number of USB 3.0 Ports,tech_Voltage,tech_Operating System,tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Item Dimensions LxWxH,tech_Resolution,tech_Computer Memory Type,tech_Optical Drive Type,tech_Memory Clock Speed,tech_Hard Drive Size,tech_Hard Drive Interface,tech_Wireless Type,tech_Average Battery Life (in hours),tech_Hard Disk Rotational Speed,tech_Number of HDMI Ports,tech_Power Source,tech_Hardware Platform,tech_Number of USB 2.0 Ports,tech_Notebook Display Technology,tech_Number of Ethernet Ports,tech_Speaker Description,tech_Wattage,tech_Average Battery Standby Life (in hours),tech_Lithium Battery Weight,tech_Number of Audio-out Ports,tech_Front Webcam Resolution,tech_Number of Lithium Metal Cells,tech_Rear Webcam Resolution,tech_Processor Socket,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Battery Average Life,tech_Battery Average Life Standby,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Total USB ports,tech_Connector Type,tech_Device interface - primary,tech_Supports Bluetooth Technology,tech_Memory Slots Available,tech_Cellular technology,tech_Refresh Rate,tech_Keyboard Description,tech_Item dimensions L x W x H,tech_Recommended Uses For Product,tech_Number of Pieces,tech_Reusability,tech_Pattern,tech_Net Quantity,tech_Finish Type
Lenovo V14 G3 IAP Laptop 12th Generation Intel® Core™ i5-1235U / 8GB DDR4 / 512 GB SSD PCIe / 14.0 FHD TN Display/Windows 11/Ms-Office/Silver (Grey) / 1 Year Onsite Warranty,"37,220",https://www.amazon.in/Lenovo-Generation-i5-1235U-Ms-Office-Warranty/dp/B0C6Y4DW24/ref=sr_1_512?dib=eyJ2IjoiMSJ9.6MiDG8EDZGrxc7SKYU89P9rvng-V-7nqzx4BQkZhXUGd1jZM2ne7ehmwKRvtdaLiFpVBZUKM5Ta5t7PFZE1fPTkPRt_SklpZo1Z535iNHv_EdNmGXaWJ2GPHNKdliRTV4nF2MS4yynjF-SRN4A9rUvL3WVBDZfst0KjPgIaka61NUmnocRlbaw1wLVLRi_ZqzmY_AQ8JuDJj8SanVfM6xjb7oBxS3PZBrB0xMtDLBqtcj4ywJrsk7INN1XGIIA9Mq_2P0wJTVGY-cfJMuR-M5FV8KQjyUeBHb5UZ5VoRf7GtYYVWh_2mUHcq8wFrC4v6YW22EHy_90R9PnGQSAMRCAqE2BjE3VpKne1e8-bMmyQ.EoAwh4kTQIrCUBW8tNEbEsgqzAYw2XlI4VOXgcBL8pc&dib_tag=se&qid=1737617142&s=computers&sr=1-512&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Lenovo,China,,48.4 x 29.7 x 6.9 cm; 2.18 kg,,,,,,1.00 Set,,laptop,Lenovo,v14 i5,Gray,Laptop,,,14 Inches,1920 x 1080 pixels,,1 Lithium Ion batteries required. (included),Intel,Intel Core i5,1.3 GHz,1,8 GB,LPDDR4,8 GB,SSD,Speakers,,Intel,,Shared,8 GB,,Wi-Fi,,20 Volts,Windows 11,Yes,65 Watt Hours,1,,2 kg 180 g,B0C6Y4DW24,"5.0
1 rating
5.0 out of 5 stars","#15,782 in Computers & Accessories (See Top 100 in Computers & Accessories)
#454 in Traditional Laptops",2 June 2023,,,DDR4 SDRAM,,,512 GB,,,,7200 RPM,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM|256 GB SSD|14"" (39.6 cm) HD|Windows 11|MS Office|WiFi|BT|Webcam|Intel Graphics)","13,899",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0DHKR8PNY/ref=sr_1_515?dib=eyJ2IjoiMSJ9.6MiDG8EDZGrxc7SKYU89P9rvng-V-7nqzx4BQkZhXUGd1jZM2ne7ehmwKRvtdaLiFpVBZUKM5Ta5t7PFZE1fPTkPRt_SklpZo1Z535iNHv_EdNmGXaWJ2GPHNKdliRTV4nF2MS4yynjF-SRN4A9rUvL3WVBDZfst0KjPgIaka61NUmnocRlbaw1wLVLRi_ZqzmY_AQ8JuDJj8SanVfM6xjb7oBxS3PZBrB0xMtDLBqtcj4ywJrsk7INN1XGIIA9Mq_2P0wJTVGY-cfJMuR-M5FV8KQjyUeBHb5UZ5VoRf7GtYYVWh_2mUHcq8wFrC4v6YW22EHy_90R9PnGQSAMRCAqE2BjE3VpKne1e8-bMmyQ.EoAwh4kTQIrCUBW8tNEbEsgqzAYw2XlI4VOXgcBL8pc&dib_tag=se&qid=1737617142&s=computers&sr=1-515&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Lenovo,India,,48.5 x 30.9 x 6.2 cm; 1.9 kg,,,,,,1.00 count,,,Lenovo,Lenovo ThinkPad,,Traditional Clamshell,,,14 Inches,,,1 Lithium Ion batteries required. (included),Intel,Intel Core i5,2.3 GHz,1,,DDR4,32 GB,SSD,internal,,Intel,Integrated,Shared,,,Bluetooth,,,Windows,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",1 kg 900 g,B0DHKR8PNY,"3.6
25 ratings
3.6 out of 5 stars","#22,194 in Computers & Accessories (See Top 100 in Computers & Accessories)
#630 in Traditional Laptops",20 September 2024,,1366 x 768 Pixels,DDR4 SDRAM,,,256 GB,Serial ATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Dell Latitude 5420 11th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/256 GB SSD/14 (35.6 cm) HD/Windows 11/MS Office/WiFi/BT/Intel Iris Xe Graphics),"28,000",https://www.amazon.in/Refurbished-Dell-Latitude-Windows-Graphics/dp/B0DHD49QTP/ref=sr_1_516?dib=eyJ2IjoiMSJ9.6MiDG8EDZGrxc7SKYU89P9rvng-V-7nqzx4BQkZhXUGd1jZM2ne7ehmwKRvtdaLiFpVBZUKM5Ta5t7PFZE1fPTkPRt_SklpZo1Z535iNHv_EdNmGXaWJ2GPHNKdliRTV4nF2MS4yynjF-SRN4A9rUvL3WVBDZfst0KjPgIaka61NUmnocRlbaw1wLVLRi_ZqzmY_AQ8JuDJj8SanVfM6xjb7oBxS3PZBrB0xMtDLBqtcj4ywJrsk7INN1XGIIA9Mq_2P0wJTVGY-cfJMuR-M5FV8KQjyUeBHb5UZ5VoRf7GtYYVWh_2mUHcq8wFrC4v6YW22EHy_90R9PnGQSAMRCAqE2BjE3VpKne1e8-bMmyQ.EoAwh4kTQIrCUBW8tNEbEsgqzAYw2XlI4VOXgcBL8pc&dib_tag=se&qid=1737617142&s=computers&sr=1-516&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Dell,,,45 x 35 x 15 cm; 1.4 kg,,,,,,1.00 count,,,Dell,Dell Latitude,,,,,14 Inches,,,1 Lithium Ion batteries required. (included),Intel,Intel Core i5,2.6 GHz,1,,DDR4,32 GB,SSD,,,Intel,Integrated,Shared,,,,,,Windows,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",1 kg 400 g,B0DHD49QTP,"3.5
5 ratings
3.5 out of 5 stars","#23,288 in Computers & Accessories (See Top 100 in Computers & Accessories)
#661 in Traditional Laptops",18 September 2024,,1366 x 768 Pixels,,,,256 GB,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook Go 15, 15.6"" OLED (1920 x 1080) 16:9, 60Hz 400nits, AMD Ryzen 5 7520U, Thin & Light Laptop (16GB RAM/512GB SSD/Windows 11/Office Home/50WHr Battery/Mixed Black/1.63 Kg), E1504FAB-LK549WS","46,990",https://www.amazon.in/ASUS-Vivobook-15-6-OLED-1920/dp/B0DDTL9VMS/ref=sr_1_517?dib=eyJ2IjoiMSJ9.6MiDG8EDZGrxc7SKYU89P9rvng-V-7nqzx4BQkZhXUGd1jZM2ne7ehmwKRvtdaLiFpVBZUKM5Ta5t7PFZE1fPTkPRt_SklpZo1Z535iNHv_EdNmGXaWJ2GPHNKdliRTV4nF2MS4yynjF-SRN4A9rUvL3WVBDZfst0KjPgIaka61NUmnocRlbaw1wLVLRi_ZqzmY_AQ8JuDJj8SanVfM6xjb7oBxS3PZBrB0xMtDLBqtcj4ywJrsk7INN1XGIIA9Mq_2P0wJTVGY-cfJMuR-M5FV8KQjyUeBHb5UZ5VoRf7GtYYVWh_2mUHcq8wFrC4v6YW22EHy_90R9PnGQSAMRCAqE2BjE3VpKne1e8-bMmyQ.EoAwh4kTQIrCUBW8tNEbEsgqzAYw2XlI4VOXgcBL8pc&dib_tag=se&qid=1737617142&s=computers&sr=1-517&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,ASUS,China,E1504FAB-LK549WS,48.5 x 29.4 x 6.4 cm; 1.63 kg,,,"DIGITEK (CHONGQING) LIMITED B01 SEC C AIRPORT FUNCTION ZONE LIANGLU CUNTAN FREE TRADE PORT AREA, YUBEI DISTRICT CHONGQING CHINA","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",,1 Count,,Laptop,ASUS,ASUS Vivobook Go 15 OLED,Mixed Black,,,,15.6 Inches,1920 x 1080 pixel,,1 Lithium Ion batteries required. (included),AMD,Ryzen 5,4.3 GHz,8,,Lpddr 5,16 GB,SSD,,AMD Radeon Graphics,AMD,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",,5 Volts,Windows 11 Home,Yes,50 Watt Hours,3,"Laptop, Charging Adapter & User Manual",1 kg 630 g,B0DDTL9VMS,"2.0
1 rating
2.0 out of 5 stars","#25,269 in Computers & Accessories (See Top 100 in Computers & Accessories)
#709 in Traditional Laptops",21 August 2024,,1920 x 1080 Pixels,DDR5 RAM,No Optical Storage,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad L450 5th Gen Intel Core i7 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10/MS Office/WiFi/BT/Webcam/Intel Graphics)","14,499",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0DC49F7Y3/ref=sr_1_518?dib=eyJ2IjoiMSJ9.6MiDG8EDZGrxc7SKYU89P9rvng-V-7nqzx4BQkZhXUGd1jZM2ne7ehmwKRvtdaLiFpVBZUKM5Ta5t7PFZE1fPTkPRt_SklpZo1Z535iNHv_EdNmGXaWJ2GPHNKdliRTV4nF2MS4yynjF-SRN4A9rUvL3WVBDZfst0KjPgIaka61NUmnocRlbaw1wLVLRi_ZqzmY_AQ8JuDJj8SanVfM6xjb7oBxS3PZBrB0xMtDLBqtcj4ywJrsk7INN1XGIIA9Mq_2P0wJTVGY-cfJMuR-M5FV8KQjyUeBHb5UZ5VoRf7GtYYVWh_2mUHcq8wFrC4v6YW22EHy_90R9PnGQSAMRCAqE2BjE3VpKne1e8-bMmyQ.EoAwh4kTQIrCUBW8tNEbEsgqzAYw2XlI4VOXgcBL8pc&dib_tag=se&qid=1737617142&s=computers&sr=1-518&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Lenovo,,,45 x 35 x 15 cm; 2.2 kg,,,,,,1.00 count,,,Lenovo,Lenovo ThinkPad L450,,Laptop,,,14 Inches,,,1 Lithium Ion batteries required. (included),Intel,Intel Core i7,2.4 GHz,1,,DDR3,16 GB,SSD,Headphones,Intel HD Graphics 5500,Intel,Integrated,Shared,,,"Bluetooth, Wi-Fi",,,Windows,Yes,54 Watt Hours,3,"Laptop, Power Cord, Battery",2 kg 200 g,B0DC49F7Y3,,"#23,066 in Computers & Accessories (See Top 100 in Computers & Accessories)
#654 in Traditional Laptops",3 August 2024,,1366 x 768 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS TUF Gaming A15, 15.6"" FHD (1920 x 1080) 16:9, AMD Ryzen 7 7435HS Mobile Processor, Gaming Laptop (16GB RAM/512GB SSD//Windows 11/Office Home/48WHr Battery/Graphite Black/2.3Kg), FA566NCR-HN054WS","64,990",https://www.amazon.in/ASUS-Gaming-15-6-1920-1080/dp/B0DG8X1Q4X/ref=sr_1_529?dib=eyJ2IjoiMSJ9.w7nXr5JqQ5AvkDGczCmTpA3y4ge7Y-J8NASirOkp7IBAJnLamlmWS0BtmXRWxdqVHB894-oEjRKpRcIS96MA-wm6ge8ny44NvZ2OS3cp-IpNh0FApfuwd4vGhqRpLg4GFprmq5nrq5K6Yoyq7RDDyMEEiykhKlcSLaCs0NWHKdhsJ8hZe0eucUPuTxVi29bNGdfZBy5FDv6qwOcazLVJCwsCrX7kD_PEe5tR5WmyD6CWzUNz_C3OHnD2qAbiaJVT7MOIJBhni95-LTu6QWUn6DMepD_jF7qBSOPp3FonJh9ya-y32akXEavMoyYQ7lkgCkn5x4yw9g2DO4etVCqFX2L3EHnp0k1HA5WTeCgZapQ.JL_AGYK877lnekDXv4VuwG0K3eC8nZ2rKVRMS2oSvvs&dib_tag=se&qid=1737617576&s=computers&sr=1-529&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,ASUS,,,42.6 x 31.2 x 10.4 cm; 2.3 kg,,,"INVENTEC (CHONGQING) CORPORATION, NO.66, WEST DISTRICT 2ND RD, SHAPINGBA DISTRICT, CHONGQING, CHINA 401331","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",,1 Count,,Laptop,ASUS,Vivobook,Graphite Black | R7 7435HS | RTX3050,Laptop,,,15.6 Inches,1920 x 1080 pixel,,1 Lithium Ion batteries required. (included),AMD,Ryzen 7,4.5 GHz,8,16,DDR5,16 GB,SSD,,,NVIDIA,Dedicated,GDDR6,4 GB,Integrated,,,,Windows 11 Home,Yes,48 Watt Hours,3,"Laptop, Charging Adapter & User Manual",2 kg 300 g,B0DG8X1Q4X,"2.8
2 ratings
2.8 out of 5 stars","#19,230 in Computers & Accessories (See Top 100 in Computers & Accessories)
#539 in Traditional Laptops",6 September 2024,,,,No Optical Storage,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Pavilion Plus, Enhanced by AI, Intel Core Ultra 5 125H, 14-inch, WQXGA, 16GB LPDDR5x, 512GB SSD, Intel Arc Graphics, 5MP IR Camera/w Privacy Shutter, Backlit KB (Win 11, Silver, 1.44 kg) ew1074TU","81,970",https://www.amazon.in/HP-Pavilion-Enhanced-Graphics-ew1074TU/dp/B0DF7Q2CXF/ref=sr_1_530?dib=eyJ2IjoiMSJ9.w7nXr5JqQ5AvkDGczCmTpA3y4ge7Y-J8NASirOkp7IBAJnLamlmWS0BtmXRWxdqVHB894-oEjRKpRcIS96MA-wm6ge8ny44NvZ2OS3cp-IpNh0FApfuwd4vGhqRpLg4GFprmq5nrq5K6Yoyq7RDDyMEEiykhKlcSLaCs0NWHKdhsJ8hZe0eucUPuTxVi29bNGdfZBy5FDv6qwOcazLVJCwsCrX7kD_PEe5tR5WmyD6CWzUNz_C3OHnD2qAbiaJVT7MOIJBhni95-LTu6QWUn6DMepD_jF7qBSOPp3FonJh9ya-y32akXEavMoyYQ7lkgCkn5x4yw9g2DO4etVCqFX2L3EHnp0k1HA5WTeCgZapQ.JL_AGYK877lnekDXv4VuwG0K3eC8nZ2rKVRMS2oSvvs&dib_tag=se&qid=1737617576&s=computers&sr=1-530&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,HP,,14-ew1074TU,48.5 x 32.2 x 7.2 cm; 1.44 kg,,,HP India Sales Pvt. Ltd.,HP India Sales Pvt. Ltd.,,1 Count,,Laptop,HP,14-ew1074TU,Silver,Laptop,,,35.6 Centimetres,2560 x 1600 pixel,,1 Lithium Polymer batteries required. (included),Intel,Others,4.5 GHz,1,,Lpddr 5,512 GB,SSD,Headphones,Intel® Arc™ Graphics,Intel,Integrated,VRAM,,Integrated,"Bluetooth, Wi-Fi",,37.2 Volts,Windows 11 Home,Yes,45 Watt Hours,4,"Laptop, Charger, User Manual",1 kg 440 g,B0DF7Q2CXF,"3.4
39 ratings
3.4 out of 5 stars","#26,373 in Computers & Accessories (See Top 100 in Computers & Accessories)
#730 in Traditional Laptops",26 August 2024,,2560 x 1600 Pixels,DDR5 RAM,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Hp EliteBook 840 G3 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD,"17,200",https://www.amazon.in/Hp-EliteBook-Bluetooth-Integrated-Graphics/dp/B0BD7TP2N4/ref=sr_1_531?dib=eyJ2IjoiMSJ9.w7nXr5JqQ5AvkDGczCmTpA3y4ge7Y-J8NASirOkp7IBAJnLamlmWS0BtmXRWxdqVHB894-oEjRKpRcIS96MA-wm6ge8ny44NvZ2OS3cp-IpNh0FApfuwd4vGhqRpLg4GFprmq5nrq5K6Yoyq7RDDyMEEiykhKlcSLaCs0NWHKdhsJ8hZe0eucUPuTxVi29bNGdfZBy5FDv6qwOcazLVJCwsCrX7kD_PEe5tR5WmyD6CWzUNz_C3OHnD2qAbiaJVT7MOIJBhni95-LTu6QWUn6DMepD_jF7qBSOPp3FonJh9ya-y32akXEavMoyYQ7lkgCkn5x4yw9g2DO4etVCqFX2L3EHnp0k1HA5WTeCgZapQ.JL_AGYK877lnekDXv4VuwG0K3eC8nZ2rKVRMS2oSvvs&dib_tag=se&qid=1737617576&s=computers&sr=1-531&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,hp,India,Hp EliteBook 840G3-cr,,,,,,,1.00 count,,Business Laptop,HP,Hp EliteBook-cr,silver,Laptop,1 Inches,10 Inches,14 Inches,1366 x 768,35.56 x 25.4 x 2.54 cm; 1.5 kg,1 Lithium Ion batteries required. (included),Intel,Intel Core i5,2.3 GHz,1,8 GB,DDR4,8 GB,SSD,Headphones,Intel HD Graphics 520,Intel,Integrated,DDR4 SDRAM,8 GB,Integrated,"Bluetooth, Wi-Fi",2,,Windows 11,Yes,55 Watt Hours,4,"Laptop,Battery,Power Cord",1 kg 500 g,B0BD7TP2N4,"3.2
74 ratings
3.2 out of 5 stars","#18,089 in Computers & Accessories (See Top 100 in Computers & Accessories)
#512 in Traditional Laptops",6 September 2022,35.6 x 25.4 x 2.5 Centimeters,HD (1366 x 768) Pixels,DDR4 SDRAM,No Optical Drive,,256 GB,Solid State,,1.5 Hours,5400 RPM,,ac,Windows,,,1,Integrated high quality speakers,45 Watts,,50 Grams,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Legion 5 Intel Core i7-14650HX 16"" (40.64cm) WQXGA IPS 350Nits 165Hz Gaming Laptop (16GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4050 6GB/100%sRGB/Alexa/3 Month Game Pass/Grey/2.3Kg), 83DG004RIN","1,29,490",https://www.amazon.in/Lenovo-i7-14650HX-40-64cm-100-sRGB-83DG004RIN/dp/B0CX5CZMMW/ref=sr_1_532?dib=eyJ2IjoiMSJ9.w7nXr5JqQ5AvkDGczCmTpA3y4ge7Y-J8NASirOkp7IBAJnLamlmWS0BtmXRWxdqVHB894-oEjRKpRcIS96MA-wm6ge8ny44NvZ2OS3cp-IpNh0FApfuwd4vGhqRpLg4GFprmq5nrq5K6Yoyq7RDDyMEEiykhKlcSLaCs0NWHKdhsJ8hZe0eucUPuTxVi29bNGdfZBy5FDv6qwOcazLVJCwsCrX7kD_PEe5tR5WmyD6CWzUNz_C3OHnD2qAbiaJVT7MOIJBhni95-LTu6QWUn6DMepD_jF7qBSOPp3FonJh9ya-y32akXEavMoyYQ7lkgCkn5x4yw9g2DO4etVCqFX2L3EHnp0k1HA5WTeCgZapQ.JL_AGYK877lnekDXv4VuwG0K3eC8nZ2rKVRMS2oSvvs&dib_tag=se&qid=1737617576&s=computers&sr=1-532&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Lenovo,China,16IRX9,,,,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Piece,,Laptop,Lenovo,Legion 5,Luna Grey,gaming laptop,54 Centimeters,36.5 Centimeters,16 Inches,2560 x 1600 pixels,8.6 x 36.5 x 54 cm; 2.3 kg,1 Lithium Polymer batteries required. (included),Intel,Intel Core i7,5.2 GHz,16,16,DDR5,64 GB,SSD,"Headphones, Speakers",NVIDIA GeForce RTX 4050,NVIDIA,Dedicated,Shared,6 GB,PCI Express,Wi-Fi,5,,Windows 11 Home,Yes,80 Watt Hours,4,"User Guide, Laptop, Adapter",2 kg 300 g,B0CX5CZMMW,"3.4
11 ratings
3.4 out of 5 stars","#15,817 in Computers & Accessories (See Top 100 in Computers & Accessories)
#455 in Traditional Laptops",5 March 2024,8.6 x 36.5 x 54 Centimeters,2560x1600 Pixels,DDR5 RAM,No Optical Drive,,1 TB,PCIE x 4,,6 Hours,,1,,,,,,"Stereo speakers, 2W x2, optimized with Nahimic Audio",15 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) DELL LATITUDE 7490, Windows 10 Pro, Intel Core I5 8TH GEN/8GB/512GB SSD/WEBCAM/14'' (35 cm","20,875",https://www.amazon.in/Renewed-LATITUDE-Windows-WEBCAM-Warranty/dp/B0BN1P3DZH/ref=sr_1_533?dib=eyJ2IjoiMSJ9.w7nXr5JqQ5AvkDGczCmTpA3y4ge7Y-J8NASirOkp7IBAJnLamlmWS0BtmXRWxdqVHB894-oEjRKpRcIS96MA-wm6ge8ny44NvZ2OS3cp-IpNh0FApfuwd4vGhqRpLg4GFprmq5nrq5K6Yoyq7RDDyMEEiykhKlcSLaCs0NWHKdhsJ8hZe0eucUPuTxVi29bNGdfZBy5FDv6qwOcazLVJCwsCrX7kD_PEe5tR5WmyD6CWzUNz_C3OHnD2qAbiaJVT7MOIJBhni95-LTu6QWUn6DMepD_jF7qBSOPp3FonJh9ya-y32akXEavMoyYQ7lkgCkn5x4yw9g2DO4etVCqFX2L3EHnp0k1HA5WTeCgZapQ.JL_AGYK877lnekDXv4VuwG0K3eC8nZ2rKVRMS2oSvvs&dib_tag=se&qid=1737617576&s=computers&sr=1-533&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Dell Computers,India,QCNBPAW0120-cr,43.1 x 36.5 x 10.6 cm; 2.51 kg,,,,,,1.00 count,,Business Laptop,Dell,DELL LATITUDE 7490-cr,Black,laptop,,,14 Inches,1920 x 1080 pixels,,1 Lithium Ion batteries required. (included),Intel,Core i5 8250U,1.6 GHz,1,8 GB,DDR4,8 GB,SSD,Speakers,INTEL HD 4000,Intel,Integrated,DDR4 SDRAM,,Integrated,Wi-Fi,2,,Windows 10 Pro,Yes,45 Watt Hours,1,"Laptop, Charger",2 kg 510 g,B0BN1P3DZH,"3.6
125 ratings
3.6 out of 5 stars","#19,088 in Computers & Accessories (See Top 100 in Computers & Accessories)
#535 in Traditional Laptops",21 November 2022,,1920 x 1080,,No Optical Device,,512 GB,,Bluetooth,,5400 RPM,2,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
