title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Computer Memory Type,tech_Maximum Memory Supported,tech_Hard Drive Size,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Audio Details,tech_Speaker Description,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_Package Dimensions,tech_Number of USB 2.0 Ports,tech_Optical Drive Type,tech_Memory Clock Speed,tech_Number of USB 3.0 Ports,tech_Power Source,tech_Average Battery Standby Life (in hours),tech_Lithium Battery Weight,tech_Number of Lithium Metal Cells,tech_Notebook Display Technology,tech_Graphics Card Ram Size,tech_Number of Ethernet Ports,tech_Front Webcam Resolution,tech_Hardware Platform,tech_Hard Disk Rotational Speed,tech_Rear Webcam Resolution,tech_Number of Microphone Ports,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Model,tech_Model Name,tech_Model Year,tech_Flash Memory Installed Size,tech_Special Features,tech_Mounting Hardware,tech_Number of items,tech_Batteries Included,tech_Batteries Required,tech_Device interface - primary,tech_Material,tech_Has Auto Focus,tech_Includes Rechargeable Battery,tech_Includes AC Adapter,tech_Programmable Buttons,tech_Imported By
"ASUS TUF Gaming A15, AMD Ryzen 7 7435Hs, 15.6-Inch, FHD 144Hz, Gaming Laptop (16GB RAM/512GB SSD/NVIDIA Geforce RTX 3050/Windows 11/48WHR/Graphite Black/2.3 Kg), FA506NCR-HN054W","63,990",https://www.amazon.in/ASUS-15-6-inch-GeForce-Graphite-FA506NCR-HN054W/dp/B0D5DFR78J/ref=sr_1_11?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2KO4nshYX8rt1o0ykGGRsP00LOQuzsV0UY9qNgUU-TYx7QqZJ2IvC7MSbkUwWY0gcmlJb8oKfr0_pIV4335BJAUebtcI0hgX0ex5RNSVHp_0_NvNKpU1foyL4LYGdIn1-CCzvZLdpARzRN_v9E90ATJK-RBUHFwVxC6-w34bsOo7FpZfBICLOG0QFJdI5o42i5GATHKgZ9w3kFiuFzdtRgU5NKHmeoBG23EoJ7j8Vg62WvbHZ5E5oQ7qhNYBy8oWU.Jr8yBRJCAYqCkWHr4XlW6MhyLfF07wYn_uk_bNIhY9M&dib_tag=se&qid=1737540863&s=computers&sr=1-11,22-01-2025 16:27,ASUS,ASUS,TUF Gaming F15,"Graphite Black, R7 | RTX 3050",Ultra-Portable,43.2 Centimeters,31 Centimeters,15.6 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,10.4 x 31 x 43.2 cm; 2.3 kg,1 Lithium Ion batteries required. (included),FA506NCR-HN054W,AMD,AMD Ryzen 7,3.1 GHz,8,16,DDR5,DDR5 RAM,32 GB,512 GB,SSD,,Headphones,DTS Software,NVIDIA GeForce RTX 3050,NVIDIA,Dedicated,GDDR6,PCI Express,Wi-Fi,,,240 Volts,,Windows 11 Home,,Yes,48 Watt Hours,3,"Laptop, Adapter & User Manuals",China,2 kg 300 g,B0D5DFR78J,"4.0
398 ratings
4.0 out of 5 stars","#589 in Computers & Accessories (See Top 100 in Computers & Accessories)
#11 in Traditional Laptops",28-May-24,"TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",10.4 x 31 x 43.2 Centimeters,1 Count,Laptop,,,No Optical Storage,,,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Aspire Lite 12th Gen Intel Core i5-12450H Thin and Light Laptop (Windows11Home/16GB RAM/512GB SSD/MSO) AL15-52H, 39.62cm (15.6"") IPS Full HD, Backlit Keyboard, Pure Silver, 1.7KG","47,990",https://www.amazon.in/Acer-i5-12450H-Windows11Home-AL15-52H-Keyboard/dp/B0DDL495SX/ref=sr_1_12?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2KO4nshYX8rt1o0ykGGRsP00LOQuzsV0UY9qNgUU-TYx7QqZJ2IvC7MSbkUwWY0gcmlJb8oKfr0_pIV4335BJAUebtcI0hgX0ex5RNSVHp_0_NvNKpU1foyL4LYGdIn1-CCzvZLdpARzRN_v9E90ATJK-RBUHFwVxC6-w34bsOo7FpZfBICLOG0QFJdI5o42i5GATHKgZ9w3kFiuFzdtRgU5NKHmeoBG23EoJ7j8Vg62WvbHZ5E5oQ7qhNYBy8oWU.Jr8yBRJCAYqCkWHr4XlW6MhyLfF07wYn_uk_bNIhY9M&dib_tag=se&qid=1737540863&s=computers&sr=1-12,22-01-2025 16:27,Acer,Acer,Aspire Lite,Silver,Laptop,,,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,,1 Lithium Ion batteries required. (included),AL15-52H,Intel,Core i5-12450H,3.3 GHz,1,,Lpddr 5,DDR5 RAM,16 GB,,,Solid State,,,Intel UHD Graphics,Intel,Integrated,DDR5 SDRAM,Integrated,"Bluetooth, Wi-Fi",,,19 Volts,,Windows 11 Home,7 Hours,Yes,54 Watt Hours,3,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",China,1 kg 700 g,B0DDL495SX,"3.9
233 ratings
3.9 out of 5 stars","#680 in Computers & Accessories (See Top 100 in Computers & Accessories)
#13 in Traditional Laptops",15-Aug-24,"ACER INDIA PRIVATE LIMITED, RS No.38/2, Sedarpet Village, Villanur Commune, Poducherry - 605111.","ACER INDIA PRIVATE LIMITED Embassy Heights, 6th Floor, No. 13, Magrath Road, Next to HOSMAT Hospital, Bangalore, INDIA – 560025",,1 Count,Laptop,45.29 x 33.5 x 9.9 cm; 1.7 kg,2,,,2,,,,3,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Lenovo ThinkPad 8th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/512 GB SSD/14 (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth 4.1/Webcam/Intel Graphics),"18,355",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Bluetooth-Graphics/dp/B0DMTPY8PJ/ref=sr_1_13?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2KO4nshYX8rt1o0ykGGRsP00LOQuzsV0UY9qNgUU-TYx7QqZJ2IvC7MSbkUwWY0gcmlJb8oKfr0_pIV4335BJAUebtcI0hgX0ex5RNSVHp_0_NvNKpU1foyL4LYGdIn1-CCzvZLdpARzRN_v9E90ATJK-RBUHFwVxC6-w34bsOo7FpZfBICLOG0QFJdI5o42i5GATHKgZ9w3kFiuFzdtRgU5NKHmeoBG23EoJ7j8Vg62WvbHZ5E5oQ7qhNYBy8oWU.Jr8yBRJCAYqCkWHr4XlW6MhyLfF07wYn_uk_bNIhY9M&dib_tag=se&qid=1737540863&s=computers&sr=1-13,22-01-2025 16:27,Lenovo,Lenovo,Lenovo ThinkPad,,Clamshell,,,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,,1 LR44 batteries required.,,Intel,Intel Core i5,1.6 GHz,1,,DDR3,DDR4 SDRAM,16 GB,512 GB,SSD,Serial ATA,Headphones,Basic built-in speakers,,Intel,Integrated,Shared,,Wi-Fi,802.11n,1,,,Windows,3 Hours,No,55 Watt Hours,3,"Laptop, Power Cord, Battery",,1 kg 700 g,B0DMTPY8PJ,"3.4
155 ratings
3.4 out of 5 stars","#539 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1 in Renewed Black Friday and Cyber Monday Sale
#1 in Mega Offers on Renewed products
#9 in Traditional Laptops",12-Nov-24,,,,1.00 count,,47.5 x 32.5 x 9.8 cm; 1.7 kg,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Victus, 12th Gen Intel Core i5-12450H, NVIDIA RTX 2050, 16GB DDR4, 512GB SSD (Win11, Office21, Blue, 2.3kg) 144Hz, 9MS, IPS, 15.6-inch(39.6cm) Gaming Laptop, Enhanced Cooling, fa1227TX/fa1314TX","62,990",https://www.amazon.in/HP-i5-12450H-15-6-inch-Response-fa1373TX/dp/B0D2DDJ6PJ/ref=sr_1_14?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2KO4nshYX8rt1o0ykGGRsP00LOQuzsV0UY9qNgUU-TYx7QqZJ2IvC7MSbkUwWY0gcmlJb8oKfr0_pIV4335BJAUebtcI0hgX0ex5RNSVHp_0_NvNKpU1foyL4LYGdIn1-CCzvZLdpARzRN_v9E90ATJK-RBUHFwVxC6-w34bsOo7FpZfBICLOG0QFJdI5o42i5GATHKgZ9w3kFiuFzdtRgU5NKHmeoBG23EoJ7j8Vg62WvbHZ5E5oQ7qhNYBy8oWU.Jr8yBRJCAYqCkWHr4XlW6MhyLfF07wYn_uk_bNIhY9M&dib_tag=se&qid=1737540863&s=computers&sr=1-14,22-01-2025 16:27,HP,HP,HP Laptop,"Blue, 16GB RAM",Laptop,52.2 Centimeters,30.5 Centimeters,39.6 Centimetres,1920 x 1080 pixel,,7 x 30.5 x 52.2 cm; 3.11 kg,1 Lithium Ion batteries required. (included),15-Fa1227Tx,Intel,Intel Core i5,4.4 GHz,1,16 GB,DDR4,,16 GB,512 GB,SSD,,Headphones,,,Intel,Dedicated,GDDR6,Integrated,Wi-Fi,Bluetooth,,11.6 Volts,,Windows 11 Home,,Yes,52.5 Watt Hours,3,"Laptop, Charger, User Manual",China,3 kg 110 g,B0D2DDJ6PJ,"4.0
497 ratings
4.0 out of 5 stars","#813 in Computers & Accessories (See Top 100 in Computers & Accessories)
#18 in Traditional Laptops",22-Apr-24,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",7 x 30.5 x 52.2 Centimeters,1 Count,Laptop,,,,,,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15S AMD Ryzen 5000 (16GB Ram/512GB SSD/Fhd/Windows 11/Ms Office 21/Backlit Keyboard/ 15.6"" (39.6 Cm)/Silver/2.21 Kg) Eq2305Au/Eq2182Au Laptop","42,990",https://www.amazon.in/HP-Windows-Keyboard-eq2305AU-eq2182au/dp/B0B4N77Y34/ref=sr_1_15?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2KO4nshYX8rt1o0ykGGRsP00LOQuzsV0UY9qNgUU-TYx7QqZJ2IvC7MSbkUwWY0gcmlJb8oKfr0_pIV4335BJAUebtcI0hgX0ex5RNSVHp_0_NvNKpU1foyL4LYGdIn1-CCzvZLdpARzRN_v9E90ATJK-RBUHFwVxC6-w34bsOo7FpZfBICLOG0QFJdI5o42i5GATHKgZ9w3kFiuFzdtRgU5NKHmeoBG23EoJ7j8Vg62WvbHZ5E5oQ7qhNYBy8oWU.Jr8yBRJCAYqCkWHr4XlW6MhyLfF07wYn_uk_bNIhY9M&dib_tag=se&qid=1737540863&s=computers&sr=1-15,22-01-2025 16:27,HP,HP,HP Laptop 15s-eq2182AU,"Silver, Ryzen 5 5500U",Ultra-Portable,18 Millimeters,24.2 Centimeters,39.6 Centimetres,1920 x 1080 pixel,1280 x 720 Pixels,35.8 x 24.2 x 1.8 cm; 1.7 kg,1 Lithium Ion batteries required. (included),eq2100 series,AMD,AMD Ryzen 5 5500U,4 GHz,1,16 GB,DDR4,,16 GB,512 GB,SSD,Solid State,"Headphones, Speakers",Dual speakers,AMD Radeon R5,AMD,Integrated,VRAM,Integrated,"Bluetooth, Miracast",,1,45 Volts,,Windows 11 Home,3 Hours,Yes,41 Watt Hours,3,"Laptop, Power Adapter",China,1 kg 700 g,B0B4N77Y34,"4.0
828 ratings
4.0 out of 5 stars","#834 in Computers & Accessories (See Top 100 in Computers & Accessories)
#20 in Traditional Laptops",21-Jun-22,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",35.8 x 24.2 x 1.8 Centimeters,1 Pack,Laptop,,2,,,,,,,,,2 GB,,,PC,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo V14 G3 Intel Core i5 12th Gen 1235U /16GB/512GB SSD/Intel UHD Graphics/Windows 11/ Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg","35,990",https://www.amazon.in/Lenovo-V14-G3-Graphics-Business/dp/B08HJWSGW6/ref=sr_1_16?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2KO4nshYX8rt1o0ykGGRsP00LOQuzsV0UY9qNgUU-TYx7QqZJ2IvC7MSbkUwWY0gcmlJb8oKfr0_pIV4335BJAUebtcI0hgX0ex5RNSVHp_0_NvNKpU1foyL4LYGdIn1-CCzvZLdpARzRN_v9E90ATJK-RBUHFwVxC6-w34bsOo7FpZfBICLOG0QFJdI5o42i5GATHKgZ9w3kFiuFzdtRgU5NKHmeoBG23EoJ7j8Vg62WvbHZ5E5oQ7qhNYBy8oWU.Jr8yBRJCAYqCkWHr4XlW6MhyLfF07wYn_uk_bNIhY9M&dib_tag=se&qid=1737540863&s=computers&sr=1-16,22-01-2025 16:27,Lenovo,Lenovo,G3,Grey,laptop,,,14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,,1 AAA batteries required. (included),V14 G3 IAP,Intel,Core i5-1235U,1.3 GHz,10,,DDR4,DDR4 SDRAM,16 GB,512 GB,SSD,Solid State,Speakers,,Intel Integrated UHD Graphics,Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",5 GHz Radio Frequency,1,,,Windows 11 Pro,6 Hours,Yes,38 Watt Hours,2,LAPTOP,,1 kg 500 g,B08HJWSGW6,"3.5
13 ratings
3.5 out of 5 stars","#675 in Computers & Accessories (See Top 100 in Computers & Accessories)
#12 in Traditional Laptops",10-Sep-24,Lenovo India Private Limited,Lenovo India Private Limited,,1 Count,Business Laptop,48.29 x 29.6 x 7 cm; 1.5 kg,1,No Optical Drive,4.4 GHz,2,,,2 Grams,,,8 GB,1,,,7200 RPM,,,,,,,,,,,,,,,,,,,,,,
"Acer Aspire Lite 13th Gen Intel Core i3-1305U Thin and Light Premium Laptop (Windows 11 Home/8 GB RAM/512GB SSD/36 WHR) AL15-53 with 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","31,990",https://www.amazon.in/Acer-i3-1305U-Premium-Windows-AL15-53/dp/B0DB1SDB87/ref=sr_1_17?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2KO4nshYX8rt1o0ykGGRsP00LOQuzsV0UY9qNgUU-TYx7QqZJ2IvC7MSbkUwWY0gcmlJb8oKfr0_pIV4335BJAUebtcI0hgX0ex5RNSVHp_0_NvNKpU1foyL4LYGdIn1-CCzvZLdpARzRN_v9E90ATJK-RBUHFwVxC6-w34bsOo7FpZfBICLOG0QFJdI5o42i5GATHKgZ9w3kFiuFzdtRgU5NKHmeoBG23EoJ7j8Vg62WvbHZ5E5oQ7qhNYBy8oWU.Jr8yBRJCAYqCkWHr4XlW6MhyLfF07wYn_uk_bNIhY9M&dib_tag=se&qid=1737540863&s=computers&sr=1-17,22-01-2025 16:27,Acer,Acer,Aspire Lite,Steel Gray,Laptop,,,15.6 Inches,1920 x 1080 pixel,1920 x 1080,,1 Lithium Ion batteries required. (included),AL15-53,Intel,Core i3,3.3 GHz,1,8 GB,DDR4,DDR4 SDRAM,32 GB,,SSD,Solid State,,,Intel UHD Graphics,Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1,240 Volts,45 Watt Hours,Windows 11 Home,8 Hours,Yes,36 Watt Hours,3,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",China,1 kg 600 g,B0DB1SDB87,"3.9
1,290 ratings
3.9 out of 5 stars","#890 in Computers & Accessories (See Top 100 in Computers & Accessories)
#21 in Traditional Laptops",21-Jul-24,"ACER INDIA PRIVATE LIMITED, RS No.38/2, Sedarpet Village, Villanur Commune, Poducherry - 605111.","ACER INDIA PRIVATE LIMITED Embassy Heights, 6th Floor, No. 13, Magrath Road, Next to HOSMAT Hospital, Bangalore, INDIA – 560025",,1 Count,Laptop,48.2 x 32 x 9.2 cm; 1.6 kg,2,,,2,,,0.5 Grams,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo LOQ 2024 AMD Ryzen 5 7235HS 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (12GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB Graphics/100% sRGB/Office 21/3 Mon. Game Pass/Grey/2.4Kg), 83JC0031IN","63,480",https://www.amazon.in/Lenovo-7235HS-300Nits-Graphics-83JC0031IN/dp/B0D7VMYDJY/ref=sr_1_18?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2KO4nshYX8rt1o0ykGGRsP00LOQuzsV0UY9qNgUU-TYx7QqZJ2IvC7MSbkUwWY0gcmlJb8oKfr0_pIV4335BJAUebtcI0hgX0ex5RNSVHp_0_NvNKpU1foyL4LYGdIn1-CCzvZLdpARzRN_v9E90ATJK-RBUHFwVxC6-w34bsOo7FpZfBICLOG0QFJdI5o42i5GATHKgZ9w3kFiuFzdtRgU5NKHmeoBG23EoJ7j8Vg62WvbHZ5E5oQ7qhNYBy8oWU.Jr8yBRJCAYqCkWHr4XlW6MhyLfF07wYn_uk_bNIhY9M&dib_tag=se&qid=1737540863&s=computers&sr=1-18,22-01-2025 16:27,Lenovo,Lenovo,LOQ,Luna Grey,Gaming Laptop,,,15.6 Inches,1920 x 1080 pixel,1920 x 1080,,1 Lithium Polymer batteries required. (included),15ARP9,AMD,Ryzen 5,3.2 GHz,4,,DDR5,DDR5 RAM,32 GB,512 GB,SSD,,"Headphones, Speakers",2 x 2W speakers with Nahimic Audio & Sound Tracker,,NVIDIA,Dedicated,GDDR6,PCI Express,"Bluetooth, Wi-Fi",,,10.8 Volts,10 Watts,Windows 11,6 Hours,Yes,60 Watt Hours,4,"User Guide, Laptop, Power Adapter",China,2 kg 380 g,B0D7VMYDJY,"3.6
8 ratings
3.6 out of 5 stars","#833 in Computers & Accessories (See Top 100 in Computers & Accessories)
#19 in Traditional Laptops",24-Jun-24,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Piece,Laptop,54.1 x 35.79 x 8.8 cm; 2.38 kg,,Not Available,,4,,,,,,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Integrated AMD Graphics/Windows 11 Home/MSO 21/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN","37,990",https://www.amazon.in/Lenovo-IdeaPad-Laptop-Windows-82R400ERIN/dp/B0CP2KRYLM/ref=sr_1_19?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2KO4nshYX8rt1o0ykGGRsP00LOQuzsV0UY9qNgUU-TYx7QqZJ2IvC7MSbkUwWY0gcmlJb8oKfr0_pIV4335BJAUebtcI0hgX0ex5RNSVHp_0_NvNKpU1foyL4LYGdIn1-CCzvZLdpARzRN_v9E90ATJK-RBUHFwVxC6-w34bsOo7FpZfBICLOG0QFJdI5o42i5GATHKgZ9w3kFiuFzdtRgU5NKHmeoBG23EoJ7j8Vg62WvbHZ5E5oQ7qhNYBy8oWU.Jr8yBRJCAYqCkWHr4XlW6MhyLfF07wYn_uk_bNIhY9M&dib_tag=se&qid=1737540863&s=computers&sr=1-19,22-01-2025 16:27,Lenovo,Lenovo,IdeaPad,Cloud Grey,Ultra-Portable,53.5 Centimeters,33.3 Centimeters,15.6 Inches,1366 x 768,1920 x 1080 Pixels,7.4 x 33.3 x 53.5 cm; 2.47 kg,1 Lithium Polymer batteries required. (included),82R400ERIN,AMD,Ryzen 5,2.1 GHz,6,16 GB,DDR4,DDR5 RAM,16 GB,512 GB,SSD,PCIE x 4,Speakers,"Stereo speakers, 1.5W x2, Dolby Audio",Integrated AMD Radeon Graphics,AMD,Integrated,Shared,Integrated,Wi-Fi,Bluetooth,1,,42 Watts,Windows 11 Home,10 Hours,Yes,42 Watt Hours,3,Laptop,China,2 kg 470 g,B0CP2KRYLM,"3.9
228 ratings
3.9 out of 5 stars","#1,021 in Computers & Accessories (See Top 100 in Computers & Accessories)
#26 in Traditional Laptops",27-Nov-23,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",7.4 x 33.3 x 53.5 Centimeters,1 Piece,Laptop,,1,No Optical Drive,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 15 3535 Laptop – 15.6 inch FHD (39.62cm) Display, AMD Ryzen 3 7320U Processor, 8 GB RAM, 512 GB SSD, Carbon Black, 1.67 Kg, Lightweight and Portable","29,990",https://www.amazon.in/Dell-Inspiron-3535-Laptop-Lightweight/dp/B0DG5CY2Y2/ref=sr_1_20?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2KO4nshYX8rt1o0ykGGRsP00LOQuzsV0UY9qNgUU-TYx7QqZJ2IvC7MSbkUwWY0gcmlJb8oKfr0_pIV4335BJAUebtcI0hgX0ex5RNSVHp_0_NvNKpU1foyL4LYGdIn1-CCzvZLdpARzRN_v9E90ATJK-RBUHFwVxC6-w34bsOo7FpZfBICLOG0QFJdI5o42i5GATHKgZ9w3kFiuFzdtRgU5NKHmeoBG23EoJ7j8Vg62WvbHZ5E5oQ7qhNYBy8oWU.Jr8yBRJCAYqCkWHr4XlW6MhyLfF07wYn_uk_bNIhY9M&dib_tag=se&qid=1737540863&s=computers&sr=1-20,22-01-2025 16:27,Dell,Dell,Inspiron,Black,Laptop,,,15.6 Inches,1920 x 1080 pixel,,,1 Lithium Ion batteries required. (included),Dell Inspiron 3535,AMD,Ryzen 3,4.1 GHz,1,8 GB,Lpddr 5,,16 GB,512 GB,,USB,,,,AMD,Integrated,DDR4 SDRAM,Integrated,Wi-Fi,Bluetooth,1,240 Volts,,Windows 11 Home,,Yes,,3,Laptop | 65 Watt AC Adapter | User Manual,,1 kg 670 g,B0DG5CY2Y2,"3.9
58 ratings
3.9 out of 5 stars","#766 in Computers & Accessories (See Top 100 in Computers & Accessories)
#16 in Traditional Laptops",05-Sep-24,Dell India Pvt. Ltd.,Dell India Pvt. Ltd.,,1 Count,Laptop,46 x 35.5 x 7.2 cm; 1.67 kg,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
