title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Package Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Drive Size,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Hard Disk Rotational Speed,tech_Audio Details,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of USB 2.0 Ports,tech_Number of USB 3.0 Ports,tech_Optical Drive Type,tech_Power Source,tech_Hardware Platform,tech_Operating System,tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Lithium Battery Weight,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Net Quantity,tech_Item Height,tech_Item Width,tech_Product Dimensions,tech_Computer Memory Type,tech_Memory Clock Speed,tech_Speaker Description,tech_Graphics Coprocessor,tech_Graphics Card Ram Size,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Rear Webcam Resolution,tech_Front Webcam Resolution,tech_Average Battery Life (in hours),info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Generic Name,tech_Average Battery Standby Life (in hours),tech_Number of Lithium Metal Cells,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Battery Average Life,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device interface - primary,tech_Device type,tech_Item dimensions L x W x H,tech_Recommended Uses For Product,tech_Theme,tech_Cartoon Character,tech_Special Feature,tech_Number of Pieces,tech_Style,tech_Age Range (Description),tech_Reusability,tech_Item Form,tech_Pattern,tech_Indoor/Outdoor Usage,tech_Finish Type,tech_Number of Items,tech_Target Audience,tech_ASIN,info_Manufacturer,info_Item Weight,tech_Special Features,tech_Image contrast ratio,tech_Aspect Ratio,tech_Microphone format,tech_Microphone technology,tech_Refresh Rate,tech_Number of Ports,info_Included Components,tech_Imported By,tech_Battery Charge Cycles,tech_Number of Audio-out Ports,tech_Number of Ethernet Ports,tech_Lock Type,tech_Capacity,tech_Material,tech_Mounting Type,tech_Alarm,tech_Water Resistance Level,tech_Chamber Depth,tech_Chamber Height,tech_Global Trade Identification Number,tech_Notebook Display Technology,tech_Supported Software,tech_Special features,tech_Whats in the box,tech_Number of Microphone Ports,tech_Number of VGA Ports,tech_Response Time,tech_Compatible Devices,tech_Battery Average Life Standby,tech_Blanket Form,tech_Seasons,tech_Product Care Instructions,tech_Fabric Warmth Description,tech_Sport
"ASUS ROG Zephyrus G14 (2024), AMD Ryzen 9 8945HS, 14.0-inch 3K OLED 120Hz, Gaming Laptop (16GB/1TB SSD/NVIDIA GeForce RTX 4060 /Windows 11/Eclipse Gray/1.50 Kg), GA403UV-QS085WS","1,59,990",https://www.amazon.in/ASUS-ROG-Zephyrus-G14-GA403UV-QS085WS/dp/B0D59PYPFX/ref=sr_1_1560?dib=eyJ2IjoiMSJ9.w6aLar90LNKKpSap0Rtul9nR9Yfyoge4q7n-CLBuO8O0l4DjVyM35y2IeUx3SH354B9bUgG6FZWI6utOwZ48DIoKzQ2s6XQzgPLz1tCaxpTxly0tYDesrRzeagLgpaclhSrDyOXUxYOxsaXdM3IG-q3OnIlyTBfBWd8Rb569-3rB730rap0STnZMdILKjN963Pls25NSlh-0Tyn_773LTYbrpDzdAP_0jwqFI3dQ2kpLJJVf0Jwt5-wvkTzZtxwlXAoOHAUtRVJpSdIutzwCmJVBBRN1XeRNELb1E1fT_iDNHbGbXDsyu7QBf8alxw-8MsVtMVi-dK99FHK1pcRT0x2yjoKcMvXiHwLkMIKO2kM.jnyaWISOZW1pm3vxCSq29ukEHROiCPfT-ELR9_H1X9I&dib_tag=se&qid=1737708083&s=computers&sr=1-1560&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,ASUS,ASUS,ROG Zephyrus G14,Eclipse Gray,Ultra-Portable,14 Inches,3096 x 2160 pixel,2880 x 1800,,1 Lithium Ion batteries required. (included),ASUS ROG Zephyrus G14 GA403UV-QS085WS,AMD,Ryzen 9,4 GHz,8,16,Lpddr 5,16 GB,1 TB,SSD,USB 3.2,,"Headphones, Speakers",AMD,Dedicated,GDDR6,Integrated,"Bluetooth, Wi-Fi",,,,No Optical Storage,,,Windows 11 Home,Yes,,,4,"Laptop, Adapter & User Manuals",,1 kg 500 g,B0D59PYPFX,"3.8
6 ratings
3.8 out of 5 stars","#103,250 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,261 in Traditional Laptops",19 June 2024,1 Count,53.7 Centimeters,32.1 Centimeters,9.8 x 32.1 x 53.7 cm; 1.5 kg,DDR5 RAM,,Dolby Atmos,AMD Ryzen 9 8945HS,8 GB,1,240 Volts,,,,73 Hours,"TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",9.8 x 32.1 x 53.7 Centimeters,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP 440 G9 BZ NB/Pro-book/i5-1235U/16GB/512GB SSD/FHD/BLK/Win11 Pro/3 Yr Onsite-9S706AT,"96,899",https://www.amazon.in/HP-Pro-book-i5-1235U-512GB-Onsite-9S706AT/dp/B0D879YB6L/ref=sr_1_1561?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1561&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,HP,HP,HP ProBook 440 14 inch G9 Notebook PC,,,14 Inches,1920 x 1080 pixel,,40.3 x 30.5 x 6.9 cm; 1.38 kg,1 Lithium Ion batteries required. (included),9S706AT,Intel,Core i5,3.6 GHz,1,16,DDR4,16 GB,,SSD,,,,Intel,Integrated,DDR4 SDRAM,Integrated,Wi-Fi,,1,3,,,,Windows 11 Pro,Yes,,,3,"User Manual, Laptop",,1 kg 380 g,B0D879YB6L,"4.0
1 rating
4.0 out of 5 stars","#112,863 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,551 in Traditional Laptops",27 June 2024,1 Piece,,,,,,,,,,,,,,,HP,HP,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIR Falcon Series Notebook/Laptop PC Intel I5 12Th Gen 8 GB RAM 512 GB SSD with Windows 11,"33,590",https://www.amazon.in/AIR-Falcon-Notebook-Laptop-Windows/dp/B0D7MC1RXW/ref=sr_1_1562?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1562&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,AIR,Panache DigiLife,FALCON,Sapphire Sea,Netbook,14.1 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,,1 12V batteries required. (included),FALCON14ADL5,Intel,Core i5-1235U,4.4 GHz,1,8 GB,DDR4,32 GB,512 GB,SSD,Solid State,,"Headphones, Speakers",Intel,Integrated,DDR4 SDRAM,Integrated,Wi-Fi,802.11ax,1,2,,,,Windows 11 Home,Yes,45 Watt Hours,,,65W Type C Adapter,India,1 kg 480 g,B0D7MC1RXW,"3.0
2 ratings
3.0 out of 5 stars","#127,741 in Computers & Accessories (See Top 100 in Computers & Accessories)
#4,126 in Laptops",20 June 2024,1.48 Kilograms,34.3 Centimeters,25 Centimeters,7.7 x 25 x 34.3 cm; 1.48 kg,DDR4 SDRAM,2400 MHz,2x2W Stero Sound,Intel UHD Graphics,2 GB,1,,,,1 MP,8 Hours,"Panache Digilife B-507, Raheja Plaza Premises CSL, LBS Marg, Ghatkopar West, Mumbai 400086, Maharashtra, India","Panache Digilife B-507, Raheja Plaza Premises CSL, LBS Marg, Ghatkopar West, Mumbai 400086, Maharashtra, India",7.7 x 25 x 34.3 Centimeters,"Laptop, Type C adapter, Warranty card, User manual",8 Hours,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS ROG Zephyrus G14 (2024), AMD Ryzen 9 8945HS, 14.0-inch 3K OLED 120Hz, Gaming Laptop (16GB/1TB SSD/NVIDIA GeForce RTX 4060 /Windows 11/Eclipse Gray/1.50 Kg), GA403UV-QS085WS","1,59,990",https://www.amazon.in/ASUS-ROG-Zephyrus-G14-GA403UV-QS085WS/dp/B0D59PYPFX/ref=sr_1_1563?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1563&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,ASUS,ASUS,ROG Zephyrus G14,Eclipse Gray,Ultra-Portable,14 Inches,3096 x 2160 pixel,2880 x 1800,,1 Lithium Ion batteries required. (included),ASUS ROG Zephyrus G14 GA403UV-QS085WS,AMD,Ryzen 9,4 GHz,8,16,Lpddr 5,16 GB,1 TB,SSD,USB 3.2,,"Headphones, Speakers",AMD,Dedicated,GDDR6,Integrated,"Bluetooth, Wi-Fi",,,,No Optical Storage,,,Windows 11 Home,Yes,,,4,"Laptop, Adapter & User Manuals",,1 kg 500 g,B0D59PYPFX,"3.8
6 ratings
3.8 out of 5 stars","#103,250 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,261 in Traditional Laptops",19 June 2024,1 Count,53.7 Centimeters,32.1 Centimeters,9.8 x 32.1 x 53.7 cm; 1.5 kg,DDR5 RAM,,Dolby Atmos,AMD Ryzen 9 8945HS,8 GB,1,240 Volts,,,,73 Hours,"TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",9.8 x 32.1 x 53.7 Centimeters,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Lenovo Thinkpad T480 (Core i5 8th Gen/ 8GB Ram/ 512GB SSD/ Webcam/ 14''/ Win-10 Pro),"18,880",https://www.amazon.in/Refurbished-Lenovo-Thinkpad-Webcam-Win-10/dp/B0CD24HX18/ref=sr_1_1564?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1564&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Lenovo,LENOVO,Lenovo Thinkpad T480,Black,Laptop,14 Inches,1920 x 1080 pixels,1920 x 1080,46.29 x 32.29 x 7.9 cm; 2.74 kg,1 Lithium Ion batteries required. (included),,Intel,Core i5 8250U,1.7 GHz,4,8 GB,DDR4,16 GB,,SSD,Solid State,5400 RPM,Headphones,Intel,Integrated,DDR4 SDRAM,Integrated,Wi-Fi,,1,1,,Battery Powered,Windows,Windows 10 Pro,Yes,45 Watt Hours,,3,Laptop & Charger,,2 kg 740 g,B0CD24HX18,"3.0
7 ratings
3.0 out of 5 stars","#97,523 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,089 in Traditional Laptops",28 July 2023,1.00 count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell WB5023 Webcam - 60 fps - USB 2.0 Type A,"10,599",https://www.amazon.in/Dell-WB5023-Webcam-fps-Type/dp/B0BL987XN7/ref=sr_1_1565?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1565&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Dell,dell,Dell Pro Webcam,Black,Compact,15 Inches,,1366 x 768 Pixels,,,WB5023,Intel,,,,,,,1 TB,SSD,Serial ATA,,,,,,,,,1,,,,PC,,No,,,,"Documentation, Webcam",,154 g,B0BL987XN7,"4.2
46 ratings
4.2 out of 5 stars","#124,281 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,869 in Traditional Laptops",8 January 2023,,2.9 Inches,5.7 Inches,14.99 x 14.48 x 7.37 cm; 154.22 g,SDRAM,,,Intel UHD Graphics,,,,,4 MP,,,,,15 x 14.5 x 7.4 Centimeters,Webcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 14"" (35.56cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Arctic Grey/1.41Kg), 82H701DNIN","28,791",https://www.amazon.in/Renewed-Lenovo-IdeaPad-Warranty-82H701DNIN/dp/B0B9KGZRR1/ref=sr_1_1566?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1566&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Lenovo,intel,IdeaPad 3 14ITL6,Arctic Grey,Thin & Light,14 Inches,1927 x 1080 pixel,1920X1080 Pixels,,,82H701DNIN-cr,Intel,Core i3,4.1 GHz,2,8 GB,DDR4,12 GB,512 GB,SSD,,,Speakers,Intel,Integrated,Shared,,"Bluetooth, Wi-Fi",Bluetooth,1,,,Battery Powered,,Windows 11 Home,Yes,45 Watt Hours,,3,"Laptop, User Manual, Power Adapter",India,1 kg 410 g,B0B9KGZRR1,"3.6
7 ratings
3.6 out of 5 stars","#91,864 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,909 in Traditional Laptops",13 August 2022,1 Piece,20 Millimeters,21.6 Centimeters,32.4 x 21.6 x 2 cm; 1.41 kg,DDR4 SDRAM,,,Intel UHD Graphics,,1,,,,,7.5 Hours,,,32.4 x 21.6 x 2 Centimeters,laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3 11th Gen Intel Core i3 15.6"" (39.62cm) FHD Laptop (8GB/512GB SSD/Win 11/Office 2021/2 Year Warranty/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.65Kg), 82H802L3IN","34,900",https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Warranty-82H802L3IN/dp/B0B641NRW7/ref=sr_1_1567?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1567&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Lenovo,Lenovo,Ideapad Slim 3 15ITL6,Arctic Grey,Laptop,15.6 Inches,1920 x 1080 pixel,1920x1080 Pixels,,1 Lithium Polymer batteries required. (included),82H802L3IN,Intel,Core i3,4.1 GHz,2,8 GB,DDR4,12 GB,,SSD,Serial ATA,,"Headphones, Speakers",Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1,2,No Optical Drive,,,Windows 11 Home,Yes,45 Watt Hours,,3,"Laptop, User Manual, Power Adapter",,1 kg 650 g,B0B641NRW7,"4.2
9 ratings
4.2 out of 5 stars","#103,690 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,280 in Traditional Laptops",8 July 2022,1 Piece,20 Millimeters,23.7 Centimeters,35.9 x 23.7 x 2 cm; 1.65 kg,DDR4 SDRAM,,"Stereo speakers, 1.5W x2, Dolby Audio",Intel UHD Graphics,,1,,,,,12 Hours,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",35.9 x 23.7 x 2 Centimeters,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad 14"" (35.6 cm) HD Business Laptop (Core i5-7th Gen/16 GB DDR4 RAM/512 GB SSD/Windows 11/ MS Office/ Wifi/ Bluetooth 4.0/ Webcam/Integrated Graphics)","22,300",https://www.amazon.in/Lenovo-ThinkPad-Business-Bluetooth-Integrated/dp/B09VNM4Q4D/ref=sr_1_1568?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1568&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Lenovo,Lenovo,Lenovo Thinkpad-cr,black,Laptop,14 Inches,1366 x 768,HD (1366 x 768) Pixels,,1 Lithium Ion batteries required. (included),Lenovo Thinkpad-cr,Intel,Intel Core i5,2.5 GHz,1,16 GB,DDR4,16 GB,512 GB,SSD,Solid State,5400 RPM,Headphones,Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1,1,No Optical Device,ac,Windows,Windows 11,Yes,60 Watt Hours,50 Grams,6,"Laptop,Battery,Power Cord, Laptop , Charger",,1 kg 800 g,B09VNM4Q4D,"3.0
17 ratings
3.0 out of 5 stars","#91,130 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,886 in Traditional Laptops",16 March 2022,1.00 count,2 Inches,10 Inches,35.56 x 25.4 x 5.08 cm; 1.8 kg,DDR4 SDRAM,,Integrated high quality speakers,Intel HD Graphics 620,16 GB,1,,60 Watts,,,2 Hours,,,35.6 x 25.4 x 5.1 Centimeters,Business Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Dell Latitude 7490/Intel Core i5-8265U/8GB RAM/512Gb SSD Hard Disk/14 inches HD Display/Windows 10 Pro,"23,400",https://www.amazon.in/Renewed-Dell-Latitude-i5-8265U-Warranty/dp/B098F7552L/ref=sr_1_1569?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1569&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Dell,intel,Latitude,Black,Laptop,14 Inches,1366 x 768,HD (1366 X 768) Pixels,,,Dell Latitude 7490-cr,Intel,Core i5 6600T,,4,8 GB,DDR4,,512 GB,SSD,Solid State,5400 RPM,Speakers,Intel,,,,NFC,,,,,,Windows,Windows 10 Pro,,,,,,China,1 kg 410 g,B098F7552L,"4.4
2 ratings
4.4 out of 5 stars","#113,564 in Computers & Accessories (See Top 100 in Computers & Accessories)
#433 in 4 star rated refurbished products
#3,567 in Traditional Laptops",1 July 2021,,13.03 Inches,0.7 Inches,22.1 x 1.78 x 33.1 cm; 1.41 kg,DDR4 SDRAM,,,Intel UHD Graphics,,,240 Volts,,1 MP,,,,,22.1 x 1.8 x 33.1 Centimeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
