title,price,url,scrape_date,tech_Manufacturer,tech_Country of Origin,tech_Item model number,tech_Package Dimensions,tech_ASIN,info_Manufacturer,info_Packer,info_Importer,info_Item Weight,info_Net Quantity,info_Included Components,info_Generic Name,tech_Brand,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Product Dimensions,tech_Batteries,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Audio Details,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Ram Size,tech_Graphics Card Interface,tech_Connectivity Type,tech_Number of USB 3.0 Ports,tech_Voltage,tech_Operating System,tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Item Dimensions LxWxH,tech_Resolution,tech_Computer Memory Type,tech_Optical Drive Type,tech_Memory Clock Speed,tech_Hard Drive Size,tech_Hard Drive Interface,tech_Wireless Type,tech_Average Battery Life (in hours),tech_Hard Disk Rotational Speed,tech_Number of HDMI Ports,tech_Power Source,tech_Hardware Platform,tech_Number of USB 2.0 Ports,tech_Notebook Display Technology,tech_Number of Ethernet Ports,tech_Speaker Description,tech_Wattage,tech_Average Battery Standby Life (in hours),tech_Lithium Battery Weight,tech_Number of Audio-out Ports,tech_Front Webcam Resolution,tech_Number of Lithium Metal Cells,tech_Rear Webcam Resolution
"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.64cm) WUXGA-IPS 300Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/100%sRGB/MSO/1Yr ADP Free/3 month Game Pass/Grey/1.8Kg), 83DC007LIN","75,490",https://www.amazon.in/Lenovo-IdeaPad-WUXGA-IPS-100-sRGB-83DC007LIN/dp/B0DFQ31CD4/ref=sr_1_421?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-421&xpid=UXgihshJk2j2d,2025-01-23 12:36:47,Lenovo,China,16IMH9,51 x 36.2 x 7.9 cm; 1.82 kg,,,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Piece,,Laptop,Lenovo,IdeaPad Slim 5,Cloud Grey,Ultra-Portable,,,16 Inches,1920 x 1200 pixel,,1 Lithium Polymer batteries required. (included),Intel,Core i5,4.5 GHz,14,16,Lpddr5x,16 GB,SSD,"Headphones, Speakers",Integrated Intel Arc Graphics,Intel,Integrated,Shared,,Integrated,Wi-Fi,4,,Windows 11 Home,Yes,57 Watt Hours,3,"User Guide, Laptop, Power Adapter",1 kg 820 g,B0DFQ31CD4,"3.2
9 ratings
3.2 out of 5 stars","#23,107 in Computers & Accessories (See Top 100 in Computers & Accessories)
#656 in Traditional Laptops",30 August 2024,,1920 x 1200 Pixels,DDR5 RAM,No Optical Drive,,512 GB,PCIE x 4,,7 Hours,,1,,,,,,"Stereo speakers, 2W x2, optimized with Dolby Audio",,,,,,,
"HP Victus Gaming Laptop,12th Gen Intel Core i5-12450H,4GB RTX 3050 GPU,15.6-inch(39.6 cm),FHD,IPS,16GB DDR4,512GB SSD,Backlit KB,Dual Speakers (MSO, Blue,2.37 kg),fa0555tx","65,900",https://www.amazon.in/HP-i5-12450H-15-6inch-NVIDIA%C2%AE-GeForce/dp/B0CCY1T539/ref=sr_1_422?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-422&xpid=UXgihshJk2j2d,2025-01-23 12:36:47,HP,,15-fa0555TX,52.2 x 31.7 x 6.6 cm; 2.3 kg,,,HP India Sales Pvt. Ltd,HP India Sales Pvt. Ltd.,,1 Piece,,Laptop,HP,15-fa0555TX,Performance Blue,Netbook,,,39.6 Centimetres,1920 x 1080 pixels,,1 Lithium Ion batteries required. (included),Intel,Core i5,4.4 GHz,1,16 GB,GDDR6,16 GB,SSD,"Headphones, Speakers",NVIDIA® GeForce RTX™ 3050,NVIDIA,Integrated,GDDR6,16 GB,PCI Express,Wi-Fi,,240 Volts,Windows 11 Home,Yes,70 Watt Hours,4,"Laptop, Power Adapter, User Manual",2 kg 300 g,B0CCY1T539,"5.0
1 rating
5.0 out of 5 stars","#17,566 in Computers & Accessories (See Top 100 in Computers & Accessories)
#494 in Traditional Laptops",27 July 2023,,1920 x 1080 Pixels,,,,512 GB,,,,,1,,,,,,Audio by B&O,,,,,,,
"ASUS TUF Gaming F15, Intel Core i7 12700H 12th Gen, 15.6-inch FHD 144Hz, Gaming Laptop (16GB/512GB SSD/NVIDIA GeForce RTX 3050/Windows 11/90WHr/Jaeger Gray/2.2 Kg), FX577ZC-HN193W","74,990",https://www.amazon.in/ASUS-15-6-inch-GeForce-Windows-FX577ZC-HN193W/dp/B0D5DB77RT/ref=sr_1_433?dib=eyJ2IjoiMSJ9.u9CSnPZQ506Cd5e50J1dkSf0gcn9A25DWNOE6ifqf1kMc4ld1rE_I-zSrEo5Vto7xWMh_dpLjNArfkFsaNOIw658fwEITDDLKaOOXEjz2kw0QoH3AB8U0kCrGbKZFTk3RqLTIOkUxVmvmiHS7JjBZanAlSvgWdbk78MbUpD_n7rkOXatjpLLhVryntE89naBQVr-HFxCHzJTCh1BpVuwNJGkn_qiBAe82faoO9kwUadQCmOV2TqeKOq88P4oflqHfaY21nuRF6DYKHygko2XXOkpg1Nlrrmo_weNX1gai2vvqWnIrrP1N6vCg141TwyudiHAg_CaM8tKW7Ve-lojp8gtCdB_T0TEwpZhHchy5qI.p9I3KAzQbvE4gCe8B2TF_ud8MbWlkMWz7KLVmkbZ8Ns&dib_tag=se&qid=1737615747&s=computers&sr=1-433&xpid=UXgihshJk2j2d,2025-01-23 12:36:47,ASUS,,FX577ZC-HN193W,,,,"TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",,1 Count,,Laptop,ASUS,TUF Gaming F15,Jaeger Gray,Ultra-Portable,43 Centimeters,31.3 Centimeters,15.6 Inches,1920 x 1080 pixel,10.4 x 31.3 x 43 cm; 3.74 kg,1 Lithium Ion batteries required. (included),Intel,Intel Core i7,2.3 GHz,14,16,DDR4,32 GB,SSD,Headphones,NVIDIA GeForce RTX 3050,Intel,Dedicated,GDDR6,4 GB,PCI Express,"Bluetooth, Wi-Fi",,,Windows 11 Home,Yes,,4,"Laptop, Adapter & User Manuals",3 kg 740 g,B0D5DB77RT,"3.1
9 ratings
3.1 out of 5 stars","#20,612 in Computers & Accessories (See Top 100 in Computers & Accessories)
#575 in Traditional Laptops",28 May 2024,10.4 x 31.3 x 43 Centimeters,1920 x 1080 Pixels,DDR4 SDRAM,No Optical Storage,,512 GB,,,,,,,,,,,Dolby Atoms,,,,,,,
"Lenovo V15 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11/Arctic Grey/1.65 Kg), 82YU00W7IN","27,960",https://www.amazon.in/Lenovo-39-62cm-Antiglare-Windows-82YU00W7IN/dp/B0CSFW9D4W/ref=sr_1_434?dib=eyJ2IjoiMSJ9.u9CSnPZQ506Cd5e50J1dkSf0gcn9A25DWNOE6ifqf1kMc4ld1rE_I-zSrEo5Vto7xWMh_dpLjNArfkFsaNOIw658fwEITDDLKaOOXEjz2kw0QoH3AB8U0kCrGbKZFTk3RqLTIOkUxVmvmiHS7JjBZanAlSvgWdbk78MbUpD_n7rkOXatjpLLhVryntE89naBQVr-HFxCHzJTCh1BpVuwNJGkn_qiBAe82faoO9kwUadQCmOV2TqeKOq88P4oflqHfaY21nuRF6DYKHygko2XXOkpg1Nlrrmo_weNX1gai2vvqWnIrrP1N6vCg141TwyudiHAg_CaM8tKW7Ve-lojp8gtCdB_T0TEwpZhHchy5qI.p9I3KAzQbvE4gCe8B2TF_ud8MbWlkMWz7KLVmkbZ8Ns&dib_tag=se&qid=1737615747&s=computers&sr=1-434&xpid=UXgihshJk2j2d,2025-01-23 12:36:47,Lenovo,China,,53.5 x 33.1 x 7.1 cm; 1.6 kg,,,Lenovo,Lenovo,,1 Count,,Laptop,Lenovo,Lenovo V15,Arctic Grey,Laptop,,,15.6 Inches,1920 x 1080 pixel,,1 Lithium Ion batteries required. (included),AMD,Ryzen 3,2.4 GHz,1,8,lpdr5,16 GB,SSD,Headphones,AMD Radeon Graphics 530,AMD,Integrated,Shared,8 GB,Integrated,Wi-Fi,1,20 Volts,Windows 11 Home,Yes,38 Watt Hours,2,,1 kg 600 g,B0CSFW9D4W,"4.1
8 ratings
4.1 out of 5 stars","#10,590 in Computers & Accessories (See Top 100 in Computers & Accessories)
#320 in Traditional Laptops",16 January 2024,,1920x1280 Pixels,DDR4 SDRAM,NO ODD,3200 MHz,512 GB,Ethernet,2.4 GHz Radio Frequency,,,1,,,2,,1,,,,,,,,
"ASUS VivoBook 15 (2022), Intel®Core™ i3-1215U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB/512 SSD//Windows 11/Office 2021/Backlit KB/Cool Silver/1.7 kg), X1504ZA-NJ322WS","31,700",https://www.amazon.in/ASUS-Vivobook-Intel%C2%AECoreTM-i3-1215U-15-6-inch/dp/B0CCKPTMYX/ref=sr_1_435?dib=eyJ2IjoiMSJ9.u9CSnPZQ506Cd5e50J1dkSf0gcn9A25DWNOE6ifqf1kMc4ld1rE_I-zSrEo5Vto7xWMh_dpLjNArfkFsaNOIw658fwEITDDLKaOOXEjz2kw0QoH3AB8U0kCrGbKZFTk3RqLTIOkUxVmvmiHS7JjBZanAlSvgWdbk78MbUpD_n7rkOXatjpLLhVryntE89naBQVr-HFxCHzJTCh1BpVuwNJGkn_qiBAe82faoO9kwUadQCmOV2TqeKOq88P4oflqHfaY21nuRF6DYKHygko2XXOkpg1Nlrrmo_weNX1gai2vvqWnIrrP1N6vCg141TwyudiHAg_CaM8tKW7Ve-lojp8gtCdB_T0TEwpZhHchy5qI.p9I3KAzQbvE4gCe8B2TF_ud8MbWlkMWz7KLVmkbZ8Ns&dib_tag=se&qid=1737615747&s=computers&sr=1-435&xpid=UXgihshJk2j2d,2025-01-23 12:36:47,ASUS,,X1504ZA-NJ322WS,48.79 x 28.8 x 6.4 cm; 1.7 kg,,,"TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (west), Mumbai 400053, India",,1 Count,,Laptop,ASUS,Vivobook,Silver,Ultra-Portable,,,15.6 Inches,1920 x 1080 pixels,,1 Lithium Ion batteries required. (included),Intel,Core i3,4.4 GHz,6,8 GB,DDR4,16 GB,SSD,"Headphones, Speakers",Intel UHD Graphics,Intel,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",3,19 Volts,Windows 11 Home,Yes,,3,"Laptop, User Manual, ø4.5 45W AC Adapter",1 kg 700 g,B0CCKPTMYX,"4.5
68 ratings
4.5 out of 5 stars","#22,266 in Computers & Accessories (See Top 100 in Computers & Accessories)
#633 in Traditional Laptops",22 July 2023,,1920 x 1080 Pixels,SDRAM,No Optical Drive,3200 MHz,512 GB,Solid State,"Bluetooth, 802.11ax",6 Hours,,1,,PC,1,,,"SonicMaster, Built-in speaker",,,,,,,
"Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8‑core CPU and 8‑core GPU, 16GB Unified Memory, 256GB) - Starlight","1,08,006",https://www.amazon.in/Apple-MacBook-13-inch-8%E2%80%91core-Unified/dp/B0DLHG1PK6/ref=sr_1_436?dib=eyJ2IjoiMSJ9.u9CSnPZQ506Cd5e50J1dkSf0gcn9A25DWNOE6ifqf1kMc4ld1rE_I-zSrEo5Vto7xWMh_dpLjNArfkFsaNOIw658fwEITDDLKaOOXEjz2kw0QoH3AB8U0kCrGbKZFTk3RqLTIOkUxVmvmiHS7JjBZanAlSvgWdbk78MbUpD_n7rkOXatjpLLhVryntE89naBQVr-HFxCHzJTCh1BpVuwNJGkn_qiBAe82faoO9kwUadQCmOV2TqeKOq88P4oflqHfaY21nuRF6DYKHygko2XXOkpg1Nlrrmo_weNX1gai2vvqWnIrrP1N6vCg141TwyudiHAg_CaM8tKW7Ve-lojp8gtCdB_T0TEwpZhHchy5qI.p9I3KAzQbvE4gCe8B2TF_ud8MbWlkMWz7KLVmkbZ8Ns&dib_tag=se&qid=1737615747&s=computers&sr=1-436&xpid=UXgihshJk2j2d,2025-01-23 12:36:47,Apple,China,MC8J4HN/A,37.9 x 28.6 x 8.2 cm; 1.24 kg,B0DLHG1PK6,"Apple, Apple Inc, One Apple Park Way, Cupertino, CA 95014, USA. or Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India",Not Applicable for Apple (Always),"(If applicable) Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India",1 kg 240 g,1 Count,"13-inch MacBook Air with M3 chip 1N, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2m) 1N","13-inch MacBook Air (M3, 2024)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 3520 Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62Cms) FHD Display- 3 Side Narrow Border, Win 11 + MSO'21, 2 Tuned Speakers, Black, Thin & Light-1.65Kg","46,990",https://www.amazon.in/Dell-Inspiron-i5-1235U-39-62Cms-D560865WIN9B/dp/B0BH4SQPQL/ref=sr_1_437?dib=eyJ2IjoiMSJ9.u9CSnPZQ506Cd5e50J1dkSf0gcn9A25DWNOE6ifqf1kMc4ld1rE_I-zSrEo5Vto7xWMh_dpLjNArfkFsaNOIw658fwEITDDLKaOOXEjz2kw0QoH3AB8U0kCrGbKZFTk3RqLTIOkUxVmvmiHS7JjBZanAlSvgWdbk78MbUpD_n7rkOXatjpLLhVryntE89naBQVr-HFxCHzJTCh1BpVuwNJGkn_qiBAe82faoO9kwUadQCmOV2TqeKOq88P4oflqHfaY21nuRF6DYKHygko2XXOkpg1Nlrrmo_weNX1gai2vvqWnIrrP1N6vCg141TwyudiHAg_CaM8tKW7Ve-lojp8gtCdB_T0TEwpZhHchy5qI.p9I3KAzQbvE4gCe8B2TF_ud8MbWlkMWz7KLVmkbZ8Ns&dib_tag=se&qid=1737615747&s=computers&sr=1-437&xpid=UXgihshJk2j2d,2025-01-23 12:36:47,Dell India Pvt Ltd,,New Inspiron 15,,,,Dell India Pvt Ltd,Dell India Pvt Ltd,,1 Count,,Laptop,Dell,Inspiron 3520,Black,Laptop,21 Millimeters,35.8 Centimeters,15.6 Inches,1920 x 1080 pixels,23.5 x 35.8 x 2.1 cm; 1.65 kg,1 Lithium Ion batteries required. (included),Intel,Core i5,3.3 GHz,1,8 GB,DDR4,16 GB,SSD,Speakers,Intel UHD Graphics,Intel,Integrated,Shared,,Integrated,Wi-Fi,2,240 Volts,Windows 10,Yes,41 Watt Hours,3,"User Manual, Laptop, Charger & Adapter",1 kg 650 g,B0BH4SQPQL,"3.7
166 ratings
3.7 out of 5 stars","#20,900 in Computers & Accessories (See Top 100 in Computers & Accessories)
#585 in Traditional Laptops",3 October 2022,23.5 x 35.8 x 2.1 Centimeters,1920 x 1080 Pixels,DDR4 SDRAM,CD-R,2666 MHz,512 GB,,,4 Hours,,,Battery Powered,,1,,,,,312 Hours,,,,,0.92 MP
"Lenovo Ideapad 5 2-in-1 AMD Ryzen 5 8645HS 14"" (35.5cm) WUXGA IPS 300Nits Convertible Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/FPR/FHD Camera/Alexa/3 Mon.Game Pass/Grey/1.6kg), 83DR003DIN","72,490",https://www.amazon.in/Lenovo-Ideapad-Convertible-Mon-Game-83DR003DIN/dp/B0D44YJ7G6/ref=sr_1_438?dib=eyJ2IjoiMSJ9.u9CSnPZQ506Cd5e50J1dkSf0gcn9A25DWNOE6ifqf1kMc4ld1rE_I-zSrEo5Vto7xWMh_dpLjNArfkFsaNOIw658fwEITDDLKaOOXEjz2kw0QoH3AB8U0kCrGbKZFTk3RqLTIOkUxVmvmiHS7JjBZanAlSvgWdbk78MbUpD_n7rkOXatjpLLhVryntE89naBQVr-HFxCHzJTCh1BpVuwNJGkn_qiBAe82faoO9kwUadQCmOV2TqeKOq88P4oflqHfaY21nuRF6DYKHygko2XXOkpg1Nlrrmo_weNX1gai2vvqWnIrrP1N6vCg141TwyudiHAg_CaM8tKW7Ve-lojp8gtCdB_T0TEwpZhHchy5qI.p9I3KAzQbvE4gCe8B2TF_ud8MbWlkMWz7KLVmkbZ8Ns&dib_tag=se&qid=1737615747&s=computers&sr=1-438&xpid=UXgihshJk2j2d,2025-01-23 12:36:47,Lenovo,China,14AHP9,,,,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Piece,,Laptop,Lenovo,IdeaPad 5 2-in-1,Luna Grey,Convertible,46.4 Centimeters,30 Centimeters,14 Inches,1920 x 1200 pixel,6.6 x 30 x 46.4 cm; 1 kg,1 Lithium Polymer batteries required. (included),AMD,Ryzen 5,4.3 GHz,6,16 GB,Lpddr 5,16 GB,SSD,Headphones,,AMD,Integrated,Shared,,Integrated,Wi-Fi,,,Windows 11 Home,Yes,57 Watt Hours,4,Laptop,1 kg,B0D44YJ7G6,,"#11,950 in Computers & Accessories (See Top 100 in Computers & Accessories)
#8 in 2 in 1 Laptops",14 May 2024,6.6 x 30 x 46.4 Centimeters,1920 x 1200 Pixels,DDR5 RAM,No Optical Drive,,512 GB,PCIE x 4,,6 Hours,,,,,,,,"Stereo speakers, 2W x2, optimized with Dolby Atmos",,,,,,,
"Lenovo V15 AMD Ryzen 5 7520U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/DOS/Arctic Grey/1.65 Kg), 82YU00W9IN","30,930",https://www.amazon.in/Lenovo-39-62cm-Antiglare-Laptop-82YU00W9IN/dp/B0CKTKYB81/ref=sr_1_439?dib=eyJ2IjoiMSJ9.u9CSnPZQ506Cd5e50J1dkSf0gcn9A25DWNOE6ifqf1kMc4ld1rE_I-zSrEo5Vto7xWMh_dpLjNArfkFsaNOIw658fwEITDDLKaOOXEjz2kw0QoH3AB8U0kCrGbKZFTk3RqLTIOkUxVmvmiHS7JjBZanAlSvgWdbk78MbUpD_n7rkOXatjpLLhVryntE89naBQVr-HFxCHzJTCh1BpVuwNJGkn_qiBAe82faoO9kwUadQCmOV2TqeKOq88P4oflqHfaY21nuRF6DYKHygko2XXOkpg1Nlrrmo_weNX1gai2vvqWnIrrP1N6vCg141TwyudiHAg_CaM8tKW7Ve-lojp8gtCdB_T0TEwpZhHchy5qI.p9I3KAzQbvE4gCe8B2TF_ud8MbWlkMWz7KLVmkbZ8Ns&dib_tag=se&qid=1737615747&s=computers&sr=1-439&xpid=UXgihshJk2j2d,2025-01-23 12:36:47,Lenovo,,V15 G4 AMN 1,,,,"LCFC (HeFei) Electronics Technology Co., Ltd. No.3188-1, Yungu Road, Economics and Technology Development District, Hefei, Anhui-230601, China","Lenovo India Pvt Ltd, RBD Icon, 2nd Floor, Doddenekundi, Marathaalli Outer Ring Road, Bangalore, India 560037",,1 Case,,Laptop,Lenovo,Lenovo V15 G4,Arctic Grey,Laptop,52 Centimeters,34 Centimeters,15.6 Inches,1920 x 1080 pixel,4.4 x 34 x 52 cm; 2.2 kg,1 Lithium Polymer batteries required. (included),AMD,Ryzen 5,2.8 GHz,1,8 GB,Lpddr 5,8 GB,SSD,Headphones,AMD Radeon Graphics,AMD,Integrated,Shared,,Integrated,Wi-Fi,,1 Volts,DOS,Yes,38 Watt Hours,2,"Laptop, User manual, Adapter",2 kg 200 g,B0CKTKYB81,"3.3
7 ratings
3.3 out of 5 stars","#14,082 in Computers & Accessories (See Top 100 in Computers & Accessories)
#415 in Traditional Laptops",10 October 2023,44 x 340 x 520 Millimeters,1920x1080 (full hd),DDR5 RAM,No Optical Drive,,8 GB,Solid State,802.11a/b/g/n/ac,8.7 Hours,,,,,,,,,65 Watts,,,,,,
"HP Laptop 15, 12th Gen Intel® Core™ i3-1215U,15.6-inch(39.6 cm),FHD,Anti-Glare,MSO,8GB DDR4 (3200MHz),512GB SSD,Dual Speakers,Windows 11,Natural Silver,1.69kg, 15s-fq5007TU","36,000",https://www.amazon.in/HP-i3-1215U-15-6-inch-Anti-Glare-15s-fq5007TU/dp/B0CY2Q63PY/ref=sr_1_440?dib=eyJ2IjoiMSJ9.u9CSnPZQ506Cd5e50J1dkSf0gcn9A25DWNOE6ifqf1kMc4ld1rE_I-zSrEo5Vto7xWMh_dpLjNArfkFsaNOIw658fwEITDDLKaOOXEjz2kw0QoH3AB8U0kCrGbKZFTk3RqLTIOkUxVmvmiHS7JjBZanAlSvgWdbk78MbUpD_n7rkOXatjpLLhVryntE89naBQVr-HFxCHzJTCh1BpVuwNJGkn_qiBAe82faoO9kwUadQCmOV2TqeKOq88P4oflqHfaY21nuRF6DYKHygko2XXOkpg1Nlrrmo_weNX1gai2vvqWnIrrP1N6vCg141TwyudiHAg_CaM8tKW7Ve-lojp8gtCdB_T0TEwpZhHchy5qI.p9I3KAzQbvE4gCe8B2TF_ud8MbWlkMWz7KLVmkbZ8Ns&dib_tag=se&qid=1737615747&s=computers&sr=1-440&xpid=UXgihshJk2j2d,2025-01-23 12:36:47,HP,,HP Laptop,,,,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",,1 Count,,Laptop,HP,15s-fq5327TU,Natural Silver,Netbook,0.71 Inches,9.53 Inches,15.6 Inches,1920 x 1080 pixel,35.84 x 24.21 x 1.8 cm; 1.7 kg,1 Lithium Ion batteries required. (included),Intel,Core i3,4.4 GHz,6,8 GB,DDR4,16 GB,SSD,"Headphones, Speakers",Intel UHD Graphics,Intel UHD,Integrated,VRAM,,Integrated,"Bluetooth, Wi-Fi",2,,Windows 11 Home,Yes,41 Watt Hours,3,"Laptop, Power Adapter, User Manual",1 kg 700 g,B0CY2Q63PY,"3.9
14 ratings
3.9 out of 5 stars","#15,669 in Computers & Accessories (See Top 100 in Computers & Accessories)
#452 in Traditional Laptops",14 March 2024,35.8 x 24.2 x 1.8 Centimeters,1920 x 1080 Pixels,DDR4 SDRAM,,3200 MHz,512 GB,,,10 Hours,,1,,,,,,Dual speakers,,7 Hours,,,,,
