title,price,url,scrape_date,tech_Manufacturer,tech_Country of Origin,tech_Item model number,tech_Package Dimensions,tech_ASIN,info_Manufacturer,info_Packer,info_Importer,info_Item Weight,info_Net Quantity,info_Included Components,info_Generic Name,tech_Brand,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Product Dimensions,tech_Batteries,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Audio Details,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Ram Size,tech_Graphics Card Interface,tech_Connectivity Type,tech_Number of USB 3.0 Ports,tech_Voltage,tech_Operating System,tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Item Dimensions LxWxH,tech_Resolution,tech_Computer Memory Type,tech_Optical Drive Type,tech_Memory Clock Speed,tech_Hard Drive Size,tech_Hard Drive Interface,tech_Wireless Type,tech_Average Battery Life (in hours),tech_Hard Disk Rotational Speed,tech_Number of HDMI Ports,tech_Power Source,tech_Hardware Platform,tech_Number of USB 2.0 Ports,tech_Notebook Display Technology,tech_Number of Ethernet Ports,tech_Speaker Description,tech_Wattage,tech_Average Battery Standby Life (in hours),tech_Lithium Battery Weight,tech_Number of Audio-out Ports,tech_Front Webcam Resolution,tech_Number of Lithium Metal Cells,tech_Rear Webcam Resolution,tech_Processor Socket,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Battery Average Life,tech_Battery Average Life Standby,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Total USB ports,tech_Connector Type,tech_Device interface - primary,tech_Supports Bluetooth Technology,tech_Memory Slots Available,tech_Cellular technology,tech_Refresh Rate,tech_Keyboard Description,tech_Item dimensions L x W x H,tech_Recommended Uses For Product,tech_Number of Pieces,tech_Reusability,tech_Pattern,tech_Net Quantity,tech_Finish Type,tech_Number of Microphone Ports,tech_Aspect Ratio,tech_Microphone format,tech_Number of Ports,tech_Battery Description,tech_Item part number
"(Refurbished) HP ProBook 430 G3 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/512 GB SSD/13.3"" (33.78 cm) HD /Windows 10 Pro /WiFi/BT/Webcam/Intel HD Graphics)","16,999",https://www.amazon.in/Refurbished-HP-ProBook-Windows-Graphics/dp/B0DSG6YS9W/ref=sr_1_638?dib=eyJ2IjoiMSJ9.tRVY7zp6QzMu5fjASz2cPxv7mea5X5k_oOEr_PHv8CwNKw08uJyTmh8If9ZXPVzDRQt_E8ZK12OyoSs5yoQA9a1td7AMt-9tkKDVZWpPK3DPdLkEpVFaMiOwjTnl-FM_ugDiMeLs9jC34weQP_usBuIBlbWcUI80JQC0XMnEyks2SK6xQ7QvTn_v4mGh7kRguiYl5P4bha2tpwSpS1Os2I5dXnO18y3Nn9RAwy_dd2JogJpic8PPboIc_uuDm4DGcmTVGlxqn5IffiTlc7eNNDwfa_gC17dn2HA_dA4AuiCu4x32BeAUQO-UbSmfZ41zfK5oCINfLQr_1s31vwM0O9PpPv4hJzbC-LahLZPXIoI.I2g_7q8rEpwGWKcQdYm6n7X94u9NtD61fdmgdATvgfU&dib_tag=se&qid=1737619354&s=computers&sr=1-638&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,HP,,,54.4 x 29.8 x 8.6 cm; 2.44 kg,,,,,,2.00 count,,,HP,HP Probook,,,,,13 Inches,,,1 Lithium Ion batteries required. (included),Intel,Intel Core i5,2.3 GHz,3,,DDR6,16 GB,SSD,,,Intel,Integrated,Shared,,,,,,Windows 10 Pro,Yes,3 Watt Hours,4,"Laptop, Power Cord, Battery",2 kg 440 g,B0DSG6YS9W,,"#32,326 in Computers & Accessories (See Top 100 in Computers & Accessories)
#49 in Best Offers from Renewed
#907 in Traditional Laptops",7 January 2025,,1366 x 768 Pixels,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"realme Book(Slim) Evo Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Light Laptop (14 inch, Real Gray, 1.38 kg, with MS Office) - Free upgrade to Windows 11 Home","40,990",https://www.amazon.in/realme-Book-Slim-Core-1135G7/dp/B0D1FYG83R/ref=sr_1_649?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-649&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Oppo Mobiles India Private Limited,,RMNB1002,33.5 x 25.7 x 7.2 cm; 1.4 kg,,,Oppo Mobiles India Private Limited,Oppo Mobiles India Private Limited,,1.0 count,,Business Laptop,realme,RMNB1002,Real Gray,Laptop,,,14 Inches,2160 x 1440 pixels,,,Intel,Intel Core i5-1135G7,4.2 GHz,4,,DDR4,8 GB,SSD,Speakers,Intel Integrated Iris Xe,Intel,Integrated,Shared,,Integrated,Wi-Fi,2,,Windows 10 Home,,,,"LAPTOP, POWER ADAPTER, USER GUIDE",1 kg 400 g,B0D1FYG83R,"3.3
13 ratings
3.3 out of 5 stars","#31,138 in Computers & Accessories (See Top 100 in Computers & Accessories)
#861 in Traditional Laptops",11 April 2024,,2160 x 1440 Pixels,DDR4 SDRAM,,4.2 GHz,512 GB,Solid State,,11 Hours,7200 RPM,,,PC,,,,"Harman, Built-in Dual Speakers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Lenovo Thinkpad Laptop T470 14 inches Screen Intel Core i5 7th Gen. - 7200u ( 2.5Ghz ) Processor 32 GB Ram & 256 GB SSD Notebook Computer,"19,060",https://www.amazon.in/Refurbished-Lenovo-Thinkpad-Laptop-inches/dp/B0C574JNLJ/ref=sr_1_650?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-650&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Lenovo,,,20 x 20 x 10 cm; 1.7 kg,,,,,,1.00 count,,laptop,Lenovo,T470,black,Laptop,,,14 Inches,1366x768,,,Intel,Core i5 7200U,2.5 GHz,1,32 GB,DDR4,32 GB,SSD,Headphones,Intel HD Graphics 630,Intel,Integrated,DDR4 SDRAM,,Integrated,Wi-Fi,3,,Windows 10 Pro,No,,,"Adaptor, Laptop, Power Cable",1 kg 700 g,B0C574JNLJ,"3.5
10 ratings
3.5 out of 5 stars","#28,163 in Computers & Accessories (See Top 100 in Computers & Accessories)
#30 in Sankranti / Pongal Store
#39 in Christmas with Amazon Renewed
#44 in Renewed - Regional New Year",14 May 2023,,1366 x 768 Pixels,,No Optical Drive,,256 GB,,,,5400 RPM,,Battery Powered,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) HP ProBook 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics)","17,865",https://www.amazon.in/Refurbished-HP-ProBook-Windows-Graphics/dp/B0CKBVJVW1/ref=sr_1_651?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-651&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,HP,,,48.79 x 31.5 x 6.2 cm; 1.68 kg,,,,,,1.00 count,,,HP,HP ProBook,,Laptop,,,14 Inches,1366 x 768,,1 Lithium Ion batteries required. (included),Intel,Intel Core i5,2.3 GHz,1,8 GB,DDR3,16 GB,SSD,Headphones,Intel HD Graphics 520,Intel,Integrated,Shared,,,Wi-Fi,,,Windows,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",1 kg 680 g,B0CKBVJVW1,"3.8
25 ratings
3.8 out of 5 stars","#32,087 in Computers & Accessories (See Top 100 in Computers & Accessories)
#38 in Sankranti / Pongal Store
#50 in Christmas with Amazon Renewed
#900 in Traditional Laptops",3 October 2023,,1366 x 768 Pixels,,,,,,,,,,,,1,,,,,,50 Grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook S15, 15.6"" (1920 x 1080) FHD, Intel Core i5-13500H, Thin & Light Laptop(16GB RAM/512GB SSD/Intel Iris Xᵉ Graphics/Windows 11/Office Home/Fingerprint/Cool Silver/1.70 Kg),K5504VAB-BN416WS","67,990",https://www.amazon.in/ASUS-Vivobook-i5-13500H-Fingerprint-K5504VAB-BN416WS/dp/B0DQ128Z31/ref=sr_1_652?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-652&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,ASUS,,K5504VAB-BN416WS,46.1 x 29.1 x 6.4 cm; 1.7 kg,,,"TECH FRONT (CHONGQING) COMPUTER CO. LTD. NO. 18, ZONGBAO ROAD, SHAPINGBA DISTRICT CHONGQING, CHINA","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (west), Mumbai 400053, Maharashtra, India",,,,Laptop,ASUS,ASUS Vivobook S 15 OLED,Cool Silver,,,,15.6 Inches,,,1 P76 batteries required. (included),Intel,Intel Core i5,4.7 GHz,12,,DDR5,16 GB,SSD,,Intel Iris Xe Graphics,Intel,Integrated,Shared,,Integrated,,,,Windows 11 Home,Yes,75 Watt Hours,4,"Laptop, Charging Adapter",1 kg 700 g,B0DQ128Z31,,"#25,635 in Computers & Accessories (See Top 100 in Computers & Accessories)
#715 in Traditional Laptops",10 December 2024,,1920 x 1080 Pixels,DDR5 RAM,No Optical Storage,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) HP Elitebook Laptop 840G5 Intel Core i5 - 8350u Processor 8th Gen, 16 GB Ram & 1TB SSD, 14","29,960",https://www.amazon.in/Renewed-HP-Elitebook-Laptop-840G5/dp/B0BFRKQS67/ref=sr_1_653?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-653&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,HP,India,840G5-i5-16-1TB-cr,20 x 20 x 10 cm; 1.54 kg,,,,,,1.00 count,,laptop,HP,840G5-cr,,Notebook,,,14.1 Inches,1366x768,,,Intel,Core i5 8250U,1.7 GHz,1,16 GB,DDR4,16 GB,SSD,Headphones,,Intel,Integrated,DDR SDRAM,,Integrated,Wi-Fi,2,,Windows 10 Pro,No,,,"Laptop, Charger",1 kg 540 g,B0BFRKQS67,,"#27,497 in Computers & Accessories (See Top 100 in Computers & Accessories)
#54 in Refurbished Deals
#100 in Renewed Black Friday and Cyber Monday Sale
#750 in Traditional Laptops",19 September 2022,,1920 x 1080 Pixels,DDR4 SDRAM,No Optical Drive,,1 TB,Solid State,,,5400 RPM,,Battery Powered,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS ROG Strix G16, 16 ""(40.64cm) FHD+ 165Hz, 13th Gen Intel Core i7-13650HX, Gaming Laptop (16GB DDR5/1TB SSD/NVIDIA GeForce RTX 4070 /Windows 11/Office 2021/Eclipse Gray/2.50 Kg), G614JI-BG711WS","1,49,990",https://www.amazon.in/ASUS-40-64cm-i7-13650HX-GeForce-G614JI-BG711WS/dp/B0D25VFLCN/ref=sr_1_654?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-654&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,ASUS,China,G614JI-BG711WS_WO,,,,"INVENTEC (CHONGQING) CORPORATION, NO.66, WEST DISTRICT 2ND RD, SHAPINGBA DISTRICT, CHONGQING, CHINA 401331","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",,1 Count,,Gaming Laptop,ASUS,ROG Strix G16,"Eclipse Gray, With Offer",Ultra-Portable,42.1 Centimeters,33.6 Centimeters,16 Inches,1920 x 1200 pixels,10.5 x 33.6 x 42.1 cm; 2.5 kg,1 Lithium Polymer batteries required. (included),Intel,Core i7,2.6 GHz,14,16,DDR5,32 GB,SSD,"Headphones, Speakers",NVIDIA GeForce RTX 4070,NVIDIA,Dedicated,GDDR6,8 GB,"PCI Express, Integrated","Bluetooth, Wi-Fi",3,20 Volts,Windows 11 Home,Yes,90 Watt Hours,4,"Laptop, Charging Adapter & User Manual",2 kg 500 g,B0D25VFLCN,"5.0
3 ratings
5.0 out of 5 stars","#30,424 in Computers & Accessories (See Top 100 in Computers & Accessories)
#832 in Traditional Laptops",19 April 2024,10.5 x 33.6 x 42.1 Centimeters,1920 x 1200,SODIMM,No Optical Storage,4800 MHz,1 TB,PCIE x 4,"Bluetooth, 802.11ax",6 Hours,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (16 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics), Black","18,000",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR49LGPG/ref=sr_1_655?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-655&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Lenovo,,,45 x 35 x 10 cm; 1.7 kg,,,,,,1.00 count,,,Lenovo,Lenovo ThinkPad,Black,Laptop,,,14 Inches,1366 x 768,,2 Lithium Ion batteries required. (included),Intel,Intel Core i5,2.3 GHz,1,,DDR3,16 GB,SSD,Headphones,,Intel,Integrated,Shared,,,"Bluetooth, Wi-Fi",,,Windows,Yes,2.6 Watt Hours,6,"Laptop, Power Cord, Battery",1 kg 700 g,B0CR49LGPG,"3.7
10 ratings
3.7 out of 5 stars","#38,544 in Computers & Accessories (See Top 100 in Computers & Accessories)
#62 in Renewed - Regional New Year
#117 in 4 star rated refurbished products
#137 in Renewed Store.",28 December 2023,,1366 x 768 Pixels,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Renewed) Dell 7480 Intel Core i7 14-Inch (35.56 cms) Full HD (1920 X 1080) Laptop (16 GB/256 SSD/Windows 10 Pro/Integrated_graphics/Black/2.16 Kg), TFJ45","24,790",https://www.amazon.in/Renewed-Dell-Latitude-Business-Laptop/dp/B07XJCZ6NX/ref=sr_1_656?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-656&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,intel,,TFJ45-cr,,,,,,,,,laptop,Dell,Dell 7480 Intel Core i7,Black,Ultra-Portable,2.75 Inches,12.5 Inches,14 Inches,1920 x 1080 pixels,52.07 x 31.75 x 6.99 cm; 1.36 kg,1 Lithium Ion batteries required.,Intel,Core i7,2.8 GHz,2,16 GB,DDR4,16 GB,SSD,Speakers,integrated_graphics,Intel,Integrated,,16 GB,,Wireless,,19.5 Volts,Windows 10 Pro,No,60 Watt Hours,4,"computer, manual",1 kg 360 g,B07XJCZ6NX,"3.4
66 ratings
3.4 out of 5 stars","#25,627 in Computers & Accessories (See Top 100 in Computers & Accessories)
#192 in Valentine's Day (Amazon Renewed)
#718 in Traditional Laptops",7 September 2019,52.1 x 31.8 x 7 Centimeters,Full HD (1920 X 1080),Unknown,,2133 MHz,,Unknown,Bluetooth,13 Hours,5400 RPM,1,Battery Powered,Windows,,,,,2 Watts,13 Hours,2.2 Grams,,720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Chromebook Plus x360 14, Intel Core i3-N305, ChromeOS, 14-inch (35.6 cm), FHD, Touchscreen, 8GB LPDDR5, 128GB UFS, Intel UHD Graphics, 1080p FHD Camera w/Privacy Shutter (Silver, 1.37 kg) cd0013TU","47,990",https://www.amazon.in/HP-Chromebook-ChromeOS-Touchscreen-Graphics/dp/B0D62FWHW6/ref=sr_1_657?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-657&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,HP,China,A95C5PA,,,,HP India Sales Pvt. Ltd.,HP India Sales Pvt. Ltd.,,1 Count,,Laptop,HP,14b-cd0013TU,Chromebook x360 i3 N305 8GB 128GB,"Laptop, Chromebook",44.9 Centimeters,31 Centimeters,35.6 Centimetres,1920 x 1080 pixel,7.1 x 31 x 44.9 cm; 2.14 kg,1 Lithium Polymer batteries required. (included),Intel,Intel Core i3,3.8 GHz,1,,Lpddr 5,8 GB,128GB UFS SSD,,,Intel,Integrated,GDDR5,,Integrated,"Bluetooth, Wi-Fi",,,Chrome Plus,Yes,47 Watt Hours,2,"Laptop, Charger, User Manual",2 kg 140 g,B0D62FWHW6,,"#25,762 in Computers & Accessories (See Top 100 in Computers & Accessories)
#20 in 2 in 1 Laptops",4 June 2024,7.1 x 31 x 44.9 Centimeters,1920 x 1080,DDR5 RAM,,,,,,10.25 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook S 14 OLED, 3K OLED 16:10, 120Hz 400 nits, AMD Ryzen AI 9 HX 370 Processor 2.0GHz, Built-in AI (24GB RAM/512GB SSD/Windows 11/Office 2021/Cool Silver/1.3 Kg), M5406WA-PP962WS","1,04,990",https://www.amazon.in/ASUS-Vivobook-OLED-Built-M5406WA-PP962WS/dp/B0DBLNW8F4/ref=sr_1_658?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-658&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,ASUS,China,M5406WA-PP962WS,43.2 x 27.1 x 6.5 cm; 1.3 kg,,,"TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",,1 Count,,Laptop,ASUS,ASUS Vivobook S 14 OLED,Cool Silver,vivobook,,,14 Inches,2880 x 1800 pixel,,1 Lithium Ion batteries required. (included),AMD,Ryzen 9,5.1 GHz,12,24 GB,Lpddr 5,24 GB,SSD,,AMD Radeon 890M,AMD,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",,,Windows 11 Home,Yes,75 Watt Hours,4,"Laptop, Charger & User Manual",1 kg 300 g,B0DBLNW8F4,"2.6
3 ratings
2.6 out of 5 stars","#30,805 in Computers & Accessories (See Top 100 in Computers & Accessories)
#848 in Traditional Laptops",30 July 2024,,2880 x 1800 Pixels,DDR5 RAM,No Optical Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
